tick,v2_A_cohesion_v2,v2_A_fragmentation,v2_A_dispersion,v2_A_outlier_mass,v2_A_elongation,v2_A_c_v3,v2_A_c_conn,v2_A_c_scale,v2_A_rho,v2_B_cohesion_v2,v2_B_fragmentation,v2_B_dispersion,v2_B_outlier_mass,v2_B_elongation,v2_B_c_v3,v2_B_c_conn,v2_B_c_scale,v2_B_rho,v3_test_A_cohesion_v2,v3_test_A_fragmentation,v3_test_A_dispersion,v3_test_A_outlier_mass,v3_test_A_elongation,v3_test_A_c_v3,v3_test_A_c_conn,v3_test_A_c_scale,v3_test_A_rho,v3_test_B_cohesion_v2,v3_test_B_fragmentation,v3_test_B_dispersion,v3_test_B_outlier_mass,v3_test_B_elongation,v3_test_B_c_v3,v3_test_B_c_conn,v3_test_B_c_scale,v3_test_B_rho
54,0.041950449880190144,0.78,0.3841865976712536,0.0,0.690354476906986,0.22,0.22,1.0,0.45176987751401365,0.03705677013413422,0.85,0.3553934858968554,0.0,0.6167504844854375,0.15,0.15,1.0,0.4478539210337962,0.017414680456936615,0.95,0.33367928925627177,0.0,0.47728833349637956,0.05,0.05,1.0,0.4417297117329853,0.024009561765899523,0.94,0.3132386672892282,0.0,0.41732397602309734,0.06,0.06,1.0,0.440910850363862
55,0.03309385328070147,0.83,0.3774373757626259,0.0,0.6873090069949783,0.17,0.17,1.0,0.4517019750742306,0.027327275774066684,0.89,0.3603744637730557,0.0,0.6116012171282392,0.11,0.11,1.0,0.44768012641602545,0.028574476222932077,0.92,0.3252062659051491,0.0,0.470681284161947,0.08,0.08,1.0,0.4421890023812156,0.04935556190580059,0.88,0.30642720456628836,0.0,0.4069889247057198,0.12,0.12,1.0,0.44096288626683505
56,0.021640054287979105,0.89,0.3774638624792881,0.0,0.6839898049327124,0.11,0.11,1.0,0.4514193182843972,0.02027843829305387,0.92,0.3580934113988624,0.0,0.6051131376987964,0.08,0.08,1.0,0.44726860610350655,0.03914340220155188,0.89,0.33494640156196587,0.0,0.4649316810570502,0.11,0.11,1.0,0.44246651707750895,0.05408312459467357,0.87,0.3103873684953157,0.0,0.3967279363257764,0.13,0.13,1.0,0.44108217573359054
57,0.01405699077778344,0.9299999999999999,0.3701229544668231,0.0,0.681185152892259,0.07,0.07,1.0,0.45114847691181276,0.015504774457605675,0.94,0.3541438917623808,0.0,0.5998908977854137,0.06,0.06,1.0,0.44688331953665694,0.050594209206019536,0.86,0.33488730344517026,0.0,0.4566526688088356,0.14,0.14,1.0,0.44231666030563455,0.029395819015062052,0.9299999999999999,0.3158930942702243,0.0,0.38614817636467436,0.07,0.07,1.0,0.44110035957552174
58,0.042293290333800915,0.79,0.3743935454503321,0.0,0.6780777768955099,0.21,0.21,1.0,0.45107579218560545,0.023349387634707508,0.91,0.36007116895472313,0.0,0.5945836039894206,0.09,0.09,1.0,0.44662011136542484,0.01825708758630218,0.95,0.33675084728040905,0.0,0.4494651817815172,0.05,0.05,1.0,0.44265124316537197,0.021489260738268068,0.95,0.31127876051683157,0.0,0.3759663705334798,0.05,0.05,1.0,0.4410949102295415
59,0.03682502745669358,0.8200000000000001,0.37129795681800737,0.0,0.6745938905573139,0.18,0.18,1.0,0.45074421015792093,0.023820774341222317,0.91,0.35720062843474454,0.0,0.5882459097408179,0.09,0.09,1.0,0.4464358010073857,0.04821782519279472,0.87,0.33703085422679335,0.0,0.44053754235530473,0.13,0.13,1.0,0.4426424248398081,0.056561884647276406,0.87,0.31357430559331545,0.0,0.36614928038243333,0.13,0.13,1.0,0.44129842225244875
60,0.02499389712822886,0.88,0.3665420642070718,0.0,0.6711976213418864,0.12,0.12,1.0,0.45040218664750153,0.026912405875728962,0.9,0.35641677874620004,0.0,0.5818348740773656,0.1,0.1,1.0,0.4460049900749543,0.02661694245983859,0.9299999999999999,0.33046216020173136,0.0,0.43208283006809844,0.07,0.07,1.0,0.4425453090353434,0.026983627852926073,0.94,0.3016763388165652,0.0,0.3559904155045266,0.06,0.06,1.0,0.44125267520512085
61,0.03404174751905753,0.84,0.36115005540331546,0.0,0.666962603982961,0.16,0.16,1.0,0.45003825539399467,0.030258716607447278,0.89,0.34898711009526984,0.0,0.577459607710471,0.11,0.11,1.0,0.4462279736777551,0.015449990985454298,0.96,0.3284211297878742,0.0,0.4248631221611293,0.04,0.04,1.0,0.4426415880531449,0.04123563648966888,0.91,0.29847131248035697,0.0,0.3468923695849997,0.09,0.09,1.0,0.441300278977653
62,0.025739502838869277,0.88,0.36304414617290237,0.0,0.6632484720851588,0.12,0.12,1.0,0.44941509815086944,0.02507620961397572,0.91,0.35200729884587545,0.0,0.5700189974823084,0.09,0.09,1.0,0.4456815867716605,0.015809740871356226,0.96,0.3222484162992937,0.0,0.4168312825980165,0.04,0.04,1.0,0.44281458813834346,0.05597587347089861,0.88,0.294447022951574,0.0,0.33886522000250485,0.12,0.12,1.0,0.44172480558018623
63,0.01972662214956622,0.91,0.35643092947879873,0.0,0.6594232063184347,0.09,0.09,1.0,0.44975662051895515,0.02817575620643631,0.9,0.35283567578594344,0.0,0.5646274809623633,0.1,0.1,1.0,0.4456083148665212,0.020212170293533727,0.95,0.317456115398255,0.0,0.4077400516062869,0.05,0.05,1.0,0.442670221061254,0.05146205825842798,0.89,0.301087206671227,0.0,0.3306219349194791,0.11,0.11,1.0,0.4422612691166825
64,0.03303503389549489,0.85,0.3601219229837487,0.0,0.6558194955978996,0.15,0.15,1.0,0.4498528071305232,0.011370648185124566,0.96,0.35615281525767783,0.0,0.5584880832524228,0.04,0.04,1.0,0.4454614897945405,0.02059902750741316,0.95,0.3157332736345203,0.0,0.397924034189824,0.05,0.05,1.0,0.44224803966660026,0.04277081091857038,0.91,0.29902879047156894,0.0,0.3220388712565445,0.09,0.09,1.0,0.4428175208809839
65,0.038354037458797285,0.83,0.35059381198344486,0.0,0.6525872570743083,0.17,0.17,1.0,0.4500098151026003,0.03458326661134281,0.88,0.3554462302256577,0.0,0.5528784378551486,0.12,0.12,1.0,0.44543120435096195,0.020992318616476657,0.95,0.3131015378932631,0.0,0.38877957152232934,0.05,0.05,1.0,0.44213553549282053,0.06753841027619412,0.86,0.29871722243553644,0.0,0.31209316456629455,0.14,0.14,1.0,0.4428732222185511
66,0.018121206142688417,0.92,0.3565630298679482,0.0,0.6479607369512541,0.08,0.08,1.0,0.44955603091572816,0.020636648058761087,0.9299999999999999,0.3498750828687611,0.0,0.5465344425142393,0.07,0.07,1.0,0.44552409945633487,0.01708019670542482,0.96,0.31215017504470266,0.0,0.3792178144940723,0.04,0.04,1.0,0.44215643547617356,0.05397185384260461,0.89,0.2986582939588386,0.0,0.3004077576955697,0.11,0.11,1.0,0.4428056360380282
67,0.032269664913374685,0.86,0.35309885928212503,0.0,0.6436895964222316,0.14,0.14,1.0,0.4493569513402683,0.0473640116452797,0.84,0.35698420553899646,0.0,0.5396301687563745,0.16,0.16,1.0,0.44569975055164857,0.043387954471932555,0.9,0.3112837816645222,0.0,0.37001694868178614,0.1,0.1,1.0,0.4422848223287456,0.044854979766057346,0.91,0.29861466881611864,0.0,0.28942245879869744,0.09,0.09,1.0,0.4427582374287254
68,0.058735925313850634,0.75,0.3497013286171896,0.0,0.6387141607473801,0.25,0.25,1.0,0.4486357617615459,0.027019750129235076,0.91,0.3569709454284502,0.0,0.5331168261433745,0.09,0.09,1.0,0.44525849379805676,0.013223663695830945,0.97,0.3096872410511159,0.0,0.3614650980343983,0.03,0.03,1.0,0.4425831985383407,0.020212590690520504,0.96,0.29842413420234404,0.0,0.2797432296384721,0.04,0.04,1.0,0.44284130729428195
69,0.040509738122104566,0.83,0.34804878746385737,0.0,0.6344932372134515,0.17,0.17,1.0,0.4485073670407952,0.04023692453802308,0.87,0.3478771334206604,0.0,0.5253734840457673,0.13,0.13,1.0,0.44478356069314867,0.01355196582699969,0.97,0.3023462518502754,0.0,0.3524980043017347,0.03,0.03,1.0,0.44261700525794545,0.05644887888242356,0.89,0.29743200331929487,0.0,0.26957728130467196,0.11,0.11,1.0,0.4430074106084539
70,0.047271226657749854,0.8,0.3588048423738982,0.0,0.6313819116104818,0.2,0.2,1.0,0.4485616726222818,0.04074411113840293,0.87,0.3502893440467948,0.0,0.5176064350270565,0.13,0.13,1.0,0.4445889063133913,0.027180818947339258,0.94,0.3094120500854092,0.0,0.3440174431390717,0.06,0.06,1.0,0.44264866463777064,0.04693410779136631,0.91,0.29640467594391295,0.0,0.2588209887972964,0.09,0.09,1.0,0.442984184015201
71,0.02401085736451991,0.9,0.3546441043748676,0.0,0.6279439371780826,0.1,0.1,1.0,0.44879946629007933,0.02230610447399306,0.9299999999999999,0.35012608433044645,0.0,0.5096608316484758,0.07,0.07,1.0,0.4442113541834152,0.01849958877060287,0.96,0.30454170830480554,0.0,0.334985685284241,0.04,0.04,1.0,0.4426143779569018,0.03184605391943307,0.94,0.29486977850280494,0.0,0.24727724164635645,0.06,0.06,1.0,0.4429796448356728
72,0.04136934338052212,0.83,0.3541428882944594,0.0,0.6232152990212776,0.17,0.17,1.0,0.44862524930595793,0.049310683040119874,0.85,0.34030206014115183,0.0,0.5016842299000195,0.15,0.15,1.0,0.44401712901774093,0.02350753482447332,0.95,0.3011044021402677,0.0,0.32729480922581844,0.05,0.05,1.0,0.4429962908868054,0.03236897763532809,0.94,0.29258843496880726,0.0,0.23738459016426627,0.06,0.06,1.0,0.44294794553942207
73,0.022018515077321332,0.91,0.35815268559301694,0.0,0.6188343208200069,0.09,0.09,1.0,0.4483172148672989,0.016691433468863592,0.95,0.34093207437742357,0.0,0.49348366625196305,0.05,0.05,1.0,0.4437618334589689,0.051554149562889284,0.89,0.31138093403957867,0.0,0.319400071675775,0.11,0.11,1.0,0.44336874922671843,0.0878400747853787,0.84,0.29020896192877754,0.0,0.22653226377658475,0.16,0.16,1.0,0.44286231586019975
74,0.034995085466623554,0.86,0.3514589562885664,0.0,0.6145735129427071,0.14,0.14,1.0,0.44845568170275446,0.030484709948242927,0.91,0.3411804039098676,0.0,0.4858698778313486,0.09,0.09,1.0,0.44354740443711654,0.01898340834228396,0.96,0.3139189778520255,0.0,0.3082665264938055,0.04,0.04,1.0,0.44277526834855774,0.03904357903506772,0.9299999999999999,0.2877451793713792,0.0,0.21690187467680455,0.07,0.07,1.0,0.44308392899400123
75,0.06628723800330494,0.74,0.348288315072404,0.0,0.6087979987259989,0.26,0.26,1.0,0.448228872536951,0.01399894491766751,0.96,0.3296165325764201,0.0,0.4779500987894161,0.04,0.04,1.0,0.44350344805946207,0.03335423261357384,0.9299999999999999,0.32080706212035404,0.0,0.29844818642504367,0.07,0.07,1.0,0.44266779923833155,0.03961112755917884,0.9299999999999999,0.2861131900634041,0.0,0.2073347721669352,0.07,0.07,1.0,0.44326636175337886
76,0.020865205498153294,0.92,0.34208534114772104,0.0,0.6035730999186063,0.08,0.08,1.0,0.44819285895771044,0.028396679668775793,0.92,0.33103476174769475,0.0,0.46939171789099443,0.08,0.08,1.0,0.443463105648129,0.02901474171523022,0.94,0.32105275304089675,0.0,0.28775169094058084,0.06,0.06,1.0,0.44273533416751104,0.040129164390123706,0.9299999999999999,0.2867016757091755,0.0,0.19630572864204232,0.07,0.07,1.0,0.4432496009365689
77,0.044957571899176596,0.83,0.34136902836764127,0.0,0.5984757524629574,0.17,0.17,1.0,0.447967445041335,0.0143952759496635,0.96,0.33192794537056636,0.0,0.46131274875550976,0.04,0.04,1.0,0.4434059656245415,0.01961892228701312,0.96,0.3211567453924463,0.0,0.27748702834371475,0.04,0.04,1.0,0.442870260878723,0.028657410648471493,0.95,0.29387680668732086,0.0,0.18831697018676896,0.05,0.05,1.0,0.4432342180083177
78,0.026753487882048455,0.9,0.3417888945951717,0.0,0.593542441591078,0.1,0.1,1.0,0.4477394862324056,0.05463161343978051,0.85,0.33417093233410233,0.0,0.45299661136458724,0.15,0.15,1.0,0.44331677714836315,0.01987174457899532,0.96,0.32126404927107943,0.0,0.2680605558886979,0.04,0.04,1.0,0.44291491396452853,0.023318331109590806,0.96,0.2888267819856487,0.0,0.18028651392774286,0.04,0.04,1.0,0.443248590308494
79,0.01356410343954062,0.95,0.34163596690552966,0.0,0.5879451866230909,0.05,0.05,1.0,0.4474745604174025,0.07357878053953637,0.8,0.3354313508618202,0.0,0.44641700571525456,0.2,0.2,1.0,0.4437035208379264,0.02519187135514689,0.95,0.32075486529597863,0.0,0.25823918146652236,0.05,0.05,1.0,0.4430723711801483,0.02917389428403705,0.95,0.2955841190218482,0.0,0.1716855036395224,0.05,0.05,1.0,0.4432841102969129
80,0.03036706973126113,0.89,0.3391822089454294,0.0,0.582238441486824,0.11,0.11,1.0,0.4468072474220445,0.029880001005740064,0.92,0.33305791309734156,0.0,0.4399813418488545,0.08,0.08,1.0,0.44421913295688764,0.0306041558934802,0.94,0.32128327987528515,0.0,0.24847988893273487,0.06,0.06,1.0,0.4433506273364,0.053638816012182566,0.91,0.28748845669143985,0.0,0.163540787265943,0.09,0.09,1.0,0.44352168487996596
81,0.01959606393071489,0.9299999999999999,0.33882542396182747,0.0,0.5765962869954316,0.07,0.07,1.0,0.44650258836324025,0.030275665335325996,0.92,0.3345666789933116,0.0,0.43127913083905967,0.08,0.08,1.0,0.4440478538160436,0.015518401036888174,0.97,0.3222849678007661,0.0,0.23672928888071298,0.03,0.03,1.0,0.44327223994801085,0.041986186230955735,0.9299999999999999,0.287725514189453,0.0,0.15790517224596734,0.07,0.07,1.0,0.4438289502494384
82,0.014339088242754872,0.95,0.3321018461896631,0.0,0.5706205156893807,0.05,0.05,1.0,0.4462624945203751,0.015340024151498266,0.96,0.335686217477587,0.0,0.4227116554299154,0.04,0.04,1.0,0.4440973576051901,0.015757305963345347,0.97,0.32324132659169724,0.0,0.22388356034467893,0.03,0.03,1.0,0.4429959139680493,0.03620294693450932,0.94,0.28845665992339586,0.0,0.15200885887916638,0.06,0.06,1.0,0.44401599572212236
83,0.03820968232408539,0.87,0.32531402272051957,0.0,0.5643593565596785,0.13,0.13,1.0,0.445821871659969,0.01949371993728044,0.95,0.3346997430113442,0.0,0.4139873017480926,0.05,0.05,1.0,0.4439926934209226,0.032042785007446284,0.94,0.32184620596141456,0.0,0.21249955174565494,0.06,0.06,1.0,0.4429506185706734,0.03041402326510756,0.95,0.28645134996183075,0.0,0.1475276909715807,0.05,0.05,1.0,0.4440326043668813
84,0.020393556266234625,0.9299999999999999,0.3401896344760086,0.0,0.5584541660576983,0.07,0.07,1.0,0.44553177651189185,0.03961099933659196,0.9,0.33348446985906044,0.0,0.40570027935859254,0.1,0.1,1.0,0.4436901721469021,0.049210733707104715,0.91,0.31427596302544747,0.0,0.20261519124896388,0.09,0.09,1.0,0.4431151648645847,0.048975787019975514,0.92,0.2851396121976091,0.0,0.14361272747018727,0.08,0.08,1.0,0.44406682860799435
85,0.02093075448795323,0.9299999999999999,0.3321256925673056,0.0,0.5522948329173987,0.07,0.07,1.0,0.44532245417455574,0.016158873797656792,0.96,0.3299543046751886,0.0,0.39709806695259675,0.04,0.04,1.0,0.4437405636107803,0.016617774750676828,0.97,0.3146967740895983,0.0,0.1917069640425395,0.03,0.03,1.0,0.443203350679115,0.024545095609277312,0.96,0.2852765227930244,0.0,0.1414478329019091,0.04,0.04,1.0,0.44421629534240736
86,0.01528495906345706,0.95,0.3274766767587617,0.0,0.5454444913585775,0.05,0.05,1.0,0.44526795157263477,0.04131601971419452,0.9,0.3248494692127385,0.0,0.3880472897500675,0.1,0.1,1.0,0.4438433942650956,0.02866418681875138,0.95,0.29939991199588756,0.0,0.18172471543899815,0.05,0.05,1.0,0.44332601270990263,0.037023956914801315,0.94,0.2842661897169405,0.0,0.1378555271323807,0.06,0.06,1.0,0.44442819146831863
87,0.015335181079998539,0.95,0.3341463500171168,0.0,0.5393828334381672,0.05,0.05,1.0,0.44501125416597026,0.025055159006344696,0.94,0.3267894261500234,0.0,0.37970970798783765,0.06,0.06,1.0,0.4437782892959376,0.017395712280876774,0.97,0.2997000577500788,0.0,0.17198754270025673,0.03,0.03,1.0,0.44351676260373096,0.07987419491012437,0.87,0.28857793189021397,0.0,0.13635391497411742,0.13,0.13,1.0,0.4443423616412587
88,0.024782801249322306,0.92,0.3368654178548781,0.0,0.5328474431020775,0.08,0.08,1.0,0.4449221530731481,0.02944402186622519,0.9299999999999999,0.3304570980489244,0.0,0.37176709277704834,0.07,0.07,1.0,0.44377302618855874,0.023540751934387538,0.96,0.2997749646077099,0.0,0.15952905335642742,0.04,0.04,1.0,0.4433341822649946,0.042709470612846356,0.9299999999999999,0.29300227665615663,0.0,0.1370052910729137,0.07,0.07,1.0,0.4444898222140602
89,0.02201343559199942,0.9299999999999999,0.3349231775158532,0.0,0.5271559003670243,0.07,0.07,1.0,0.4448345427606849,0.04269160438975783,0.9,0.3306130063632078,0.0,0.36222835526257247,0.1,0.1,1.0,0.44361425158031204,0.023992160465622137,0.96,0.2957008581775634,0.0,0.14836753870165753,0.04,0.04,1.0,0.4433654098103834,0.03662692714107729,0.94,0.2918072311383818,0.0,0.13801889467766792,0.06,0.06,1.0,0.44485279080604345
90,0.03195232341758991,0.9,0.33496346245814645,0.0,0.5195403317884766,0.1,0.1,1.0,0.44455354952419757,0.02607118414208831,0.94,0.32778152733961097,0.0,0.3536033992314963,0.06,0.06,1.0,0.443798375053455,0.042895377653255795,0.9299999999999999,0.28832219364424194,0.0,0.13894868737005506,0.07,0.07,1.0,0.4436896436842505,0.030539160215047434,0.95,0.2897331068443617,0.0,0.14006522029021495,0.05,0.05,1.0,0.4450171910294441
91,0.03580079677003323,0.89,0.33288246136921384,0.0,0.5121372622184805,0.11,0.11,1.0,0.44420690827605547,0.05760001823289851,0.87,0.323253275167791,0.0,0.34528377150278156,0.13,0.13,1.0,0.44373329798414396,0.018716430358808656,0.97,0.28409214233722757,0.0,0.12854565670353957,0.03,0.03,1.0,0.444044440528833,0.03625925973786692,0.94,0.2938272786314001,0.0,0.14423061477097399,0.06,0.06,1.0,0.4451032346602199
92,0.023122034445140827,0.9299999999999999,0.3330234105631821,0.0,0.5047580634477193,0.07,0.07,1.0,0.4438101771433306,0.031319798693040024,0.9299999999999999,0.3252110173217344,0.0,0.3369398328956029,0.07,0.07,1.0,0.44401887766818254,0.0253618946437264,0.96,0.2823183815197806,0.0,0.11653392010257435,0.04,0.04,1.0,0.44395470677383875,0.05369437204616134,0.91,0.29772562459814,0.0,0.15046859924962463,0.09,0.09,1.0,0.44508320664695866
93,0.026721653958884928,0.92,0.3330620012797877,0.0,0.49917282397012286,0.08,0.08,1.0,0.44373124365072564,0.02286489898774291,0.95,0.3193548185603676,0.0,0.32814042878019656,0.05,0.05,1.0,0.4441208716517447,0.04479276980940494,0.9299999999999999,0.2836549338279136,0.0,0.10672001276936949,0.07,0.07,1.0,0.44404572305867684,0.05887692597959582,0.9,0.3006900611463392,0.0,0.15807108252873547,0.1,0.1,1.0,0.4453600507147432
94,0.023887193376444626,0.9299999999999999,0.3255562888045247,0.0,0.49403395124164784,0.07,0.07,1.0,0.44387012952497934,0.013944239832753391,0.97,0.3189669450459598,0.0,0.3174956912238548,0.03,0.03,1.0,0.4437287932251552,0.032298464280220984,0.95,0.28277068418831286,0.0,0.09935459780617462,0.05,0.05,1.0,0.4442287832614797,0.04694967301170383,0.92,0.2952291167764002,0.0,0.16728836758696786,0.08,0.08,1.0,0.4452216547985862
95,0.013835867316176587,0.96,0.32457034365408943,0.0,0.4878864443475528,0.04,0.04,1.0,0.4436940137037954,0.028304024093573688,0.94,0.3182854529058601,0.0,0.30801867599320565,0.06,0.06,1.0,0.44354935806417484,0.05212976245375878,0.92,0.282878090548504,0.0,0.09133716027391992,0.08,0.08,1.0,0.4444820392546244,0.04667962935351988,0.92,0.2941908477434453,0.0,0.17329583350754796,0.08,0.08,1.0,0.44562021826162307
96,0.014057779490182165,0.96,0.32334610487792337,0.0,0.48061410746604893,0.04,0.04,1.0,0.4435120571493806,0.05249923970714032,0.89,0.3181850402104517,0.0,0.300006829321005,0.11,0.11,1.0,0.4437056217117532,0.03242308105981173,0.95,0.29048735333195275,0.0,0.08604642321530986,0.05,0.05,1.0,0.4446550338122616,0.02892542534356146,0.95,0.29194929615651066,0.0,0.18295610225238257,0.05,0.05,1.0,0.4454276445608489
97,0.01422039093540639,0.96,0.32439804070826384,0.0,0.47378812554383953,0.04,0.04,1.0,0.44338007005952623,0.024253750310036293,0.95,0.3160761161325457,0.0,0.2907470880272215,0.05,0.05,1.0,0.4437660729349745,0.1237875121283063,0.81,0.2905133433531544,0.0,0.08171180440927517,0.19,0.19,1.0,0.44471975598686503,0.03990652511749648,0.9299999999999999,0.2925944461696025,0.0,0.1941069548050004,0.07,0.07,1.0,0.44529065080513214
98,0.017983163416975145,0.95,0.3243208640205989,0.0,0.4677010888930774,0.05,0.05,1.0,0.44330465591503404,0.03935763638769618,0.92,0.31572660645411954,0.0,0.2810323191190741,0.08,0.08,1.0,0.44388571402138766,0.026048392787708097,0.96,0.2904548679315866,0.0,0.08221508363486052,0.04,0.04,1.0,0.4451723643845947,0.039087921823770966,0.9299999999999999,0.2952504643930516,0.0,0.20766335416479487,0.07,0.07,1.0,0.4450194715038103
99,0.021849565853701236,0.94,0.3245780774940564,0.0,0.4608415587934741,0.06,0.06,1.0,0.4430603468213777,0.02003572409421439,0.96,0.31163196362593293,0.0,0.27234694830721506,0.04,0.04,1.0,0.444222773768178,0.026090887418714348,0.96,0.2911131805450049,0.0,0.07986413688812033,0.04,0.04,1.0,0.44525458015550834,0.033129013123004536,0.94,0.29415979586789154,0.0,0.21774048079953534,0.06,0.06,1.0,0.4452980177138913
100,0.011069572960735408,0.97,0.3245179877736464,0.0,0.4537444984779271,0.03,0.03,1.0,0.4430433796652096,0.015194094440604933,0.97,0.3110406877550529,0.0,0.26487703165442766,0.03,0.03,1.0,0.44423410046697737,0.025965150918009328,0.96,0.29170181305451237,0.0,0.08353743534262004,0.04,0.04,1.0,0.4449845971106251,0.04895444193675713,0.91,0.2944290528746878,0.0,0.22908072397552848,0.09,0.09,1.0,0.4453276049707692
