case_id,tick,side,enemy_cohesion_v2,enemy_cohesion_v1,collapse_threshold_theta,collapse_margin_v2,collapse_event_v2,frag,disp,out,elong,exploitability,N_alive_enemy,LCC_ratio_enemy,Q50_dist_enemy,Q90_dist_enemy,IQR_dist_enemy,lambda1_enemy,lambda2_enemy
FR8_MB5_PD8,15,B,0.12668311227325524,1.0,0.7777777777777778,0.837121712791529,True,0.48,0.36642956087515843,0.0,0.6154786355045586,0.8733168877267448,100,0.52,7.649568434032506,12.073745808911077,5.137754281420697,48.857222695959905,18.786645936508535
FR8_MB5_PD8,16,A,0.07633626931766901,1.0,0.7777777777777778,0.9018533680201398,True,0.56,0.3966443463263454,0.0,0.7124556302403369,0.923663730682331,100,0.44,7.79961310387014,12.927057294286705,5.460452043853898,59.58491993986661,17.13330825128922
FR8_MB5_PD8,16,B,0.14480308904150097,1.0,0.7777777777777778,0.8138245998037845,True,0.42000000000000004,0.3791315792625293,0.0,0.5978850107227753,0.855196910958499,100,0.58,7.6005126458996095,12.241744614539552,5.0584854962490615,48.02759427533287,19.31261555703678
FR8_MB5_PD8,17,A,0.07925536494697216,1.0,0.7777777777777778,0.8981002450681786,True,0.56,0.3933005493733134,0.0,0.7031053361942607,0.9207446350530278,100,0.44,7.831727051917552,12.90874261354418,5.232642975783125,58.60676456020013,17.40003566084303
FR8_MB5_PD8,17,B,0.1349973514919044,1.0,0.7777777777777778,0.8264319766532657,True,0.49,0.3735664495800598,0.0,0.5774480964144305,0.8650026485080956,100,0.51,7.554630585060257,12.059747725831228,4.875811650490554,47.045085086344514,19.878990257580384
FR8_MB5_PD8,18,A,0.07416430182210898,1.0,0.7777777777777778,0.9046458976572884,True,0.6,0.38901837896613123,0.0,0.6965362816617451,0.925835698177891,100,0.4,7.895952876575878,12.923388535347089,5.383349037809013,58.227040145300144,17.669794110323927
FR8_MB5_PD8,18,B,0.1718013112853538,1.0,0.7777777777777778,0.7791125997759737,True,0.39,0.3650812887429675,0.0,0.5564133031253511,0.8281986887146462,100,0.61,7.552142662175475,11.894660731016259,4.675779807308331,46.00587176458946,20.40759269289336
FR8_MB5_PD8,19,A,0.09227867635967046,1.0,0.7777777777777778,0.8813559875375665,True,0.52,0.38512051214807297,0.0,0.6873415909716014,0.9077213236403295,100,0.48,7.8721750862195154,12.802793460750902,5.190739868319124,57.40440599036823,17.947970248169117
FR8_MB5_PD8,19,B,0.1709206911709097,1.0,0.7777777777777778,0.7802448256374018,True,0.42000000000000004,0.3651925455482624,0.0,0.5357791645642995,0.8290793088290903,100,0.58,7.563159732916407,11.914100377805836,4.816512089679891,45.21666222169837,20.99051671217116
FR8_MB5_PD8,20,A,0.10388266024501103,1.0,0.7777777777777778,0.8664365796849858,True,0.48,0.38102064637743727,0.0,0.6772520029047071,0.896117339754989,100,0.52,7.850066173458471,12.682274663148513,5.033803311702677,56.75156857391049,18.316455089246105
FR8_MB5_PD8,20,B,0.16821860675892308,1.0,0.7777777777777778,0.7837189341670989,True,0.45999999999999996,0.3602226779386749,0.0,0.513086932436486,0.8317813932410769,100,0.54,7.595730829630979,11.872460257201645,4.703561925549086,44.39010046368041,21.614119986223685
FR8_MB8_PD2,0,A,0.004912299060015335,1.0,0.1111111111111111,0.955789308459862,True,0.96,0.39240946658945597,0.0,0.7978778967950073,0.9950877009399847,100,0.04,8.363013810822022,13.764226647639687,5.902642719522947,72.92104501388701,14.738954986112986
FR8_MB8_PD2,0,B,0.04052646724512632,1.0,0.1111111111111111,0.6352617947938631,True,0.6699999999999999,0.39240946658945464,0.0,0.7978778967950074,0.9594735327548737,100,0.33,8.363013810822027,13.764226647639667,5.902642719522941,72.921045013887,14.738954986112976
