tick,side,split_separation,angle_coverage,split_cond,env_cond,sustain_split_geom,sustain_env_geom,sustain_split_tactical,sustain_env_tactical,in_contact_count,cut_event_geom,cut_event_tactical,pocket_event_geom,pocket_event_tactical
155,B,1.6700703164805006,0.6666666666666666,0,1,0,10,0,10,117,0,0,0,0
156,A,1.6623322117383257,0.5833333333333334,0,1,0,10,0,10,116,0,0,0,0
156,B,1.6783726317495038,0.75,0,1,0,11,0,11,116,0,0,0,0
157,A,1.6644358441138927,0.5833333333333334,0,1,0,11,0,11,110,0,0,0,0
157,B,1.679569174676546,0.6666666666666666,0,1,0,12,0,12,110,0,0,0,0
158,A,1.6608799005838397,0.5833333333333334,0,1,0,12,0,12,109,0,0,0,0
158,B,1.6843015581134564,0.5833333333333334,0,1,0,13,0,13,109,0,0,0,0
159,A,1.6606328909114463,0.4166666666666667,0,0,0,0,0,0,109,0,0,0,0
159,B,1.688229505462731,0.5833333333333334,0,1,0,14,0,14,109,0,0,0,0
160,A,1.66131633825995,0.4166666666666667,0,0,0,0,0,0,98,0,0,0,0
160,B,1.690395923781331,0.5,0,0,0,0,0,0,98,0,0,0,0
161,A,1.6711158199365963,0.4166666666666667,0,0,0,0,0,0,101,0,0,0,0
161,B,1.6911583733061202,0.5,0,0,0,0,0,0,101,0,0,0,0
162,A,1.6773045910798305,0.4166666666666667,0,0,0,0,0,0,93,0,0,0,0
162,B,1.6848990094137868,0.5833333333333334,0,1,0,1,0,1,93,0,0,0,0
163,A,1.6837577749989072,0.5833333333333334,0,1,0,1,0,1,99,0,0,0,0
163,B,1.6876990964184653,0.5833333333333334,0,1,0,2,0,2,99,0,0,0,0
164,A,1.6683621118386367,0.5833333333333334,0,1,0,2,0,2,116,0,0,0,0
164,B,1.6826799276642497,0.8333333333333334,0,1,0,3,0,3,116,0,0,0,0
165,A,1.663863546087652,0.5833333333333334,0,1,0,3,0,3,118,0,0,0,0
165,B,1.6822577975307076,0.75,0,1,0,4,0,4,118,0,0,0,0
166,A,1.6551142367011376,0.5833333333333334,0,1,0,4,0,4,116,0,0,0,0
166,B,1.6754731310253639,0.75,0,1,0,5,0,5,116,0,0,0,0
167,A,1.6590207667747041,0.5833333333333334,0,1,0,5,0,5,118,0,0,0,0
167,B,1.6813919130743493,0.75,0,1,0,6,0,6,118,0,0,0,0
168,A,1.6536167479671504,0.5833333333333334,0,1,0,6,0,6,113,0,0,0,0
168,B,1.6767753601106572,0.6666666666666666,0,1,0,7,0,7,113,0,0,0,0
169,A,1.6638131214879341,0.5,0,0,0,0,0,0,122,0,0,0,0
169,B,1.6748592303410217,0.6666666666666666,0,1,0,8,0,8,122,0,0,0,0
170,A,1.651439010301906,0.5,0,0,0,0,0,0,114,0,0,0,0
170,B,1.6681276460832832,0.75,0,1,0,9,0,9,114,0,0,0,0
171,A,1.652310816469119,0.5,0,0,0,0,0,0,111,0,0,0,0
171,B,1.6805716723367599,0.75,0,1,0,10,0,10,111,0,0,0,0
172,A,1.651003731034367,0.5,0,0,0,0,0,0,110,0,0,0,0
172,B,1.6713113438409266,0.75,0,1,0,11,0,11,110,0,0,0,0
173,A,1.6554300821812893,0.5,0,0,0,0,0,0,109,0,0,0,0
173,B,1.6732833469528876,0.75,0,1,0,12,0,12,109,0,0,0,0
174,A,1.6532694464650488,0.5,0,0,0,0,0,0,105,0,0,0,0
174,B,1.672040491395849,0.6666666666666666,0,1,0,13,0,13,105,0,0,0,0
175,A,1.6585685104892989,0.5,0,0,0,0,0,0,102,0,0,0,0
175,B,1.679770008061618,0.75,0,1,0,14,0,14,102,0,0,0,0
176,A,1.6643128319593525,0.5,0,0,0,0,0,0,113,0,0,0,0
176,B,1.6879471976799487,0.5833333333333334,0,1,0,15,0,15,113,0,0,0,0
177,A,1.6685412835758238,0.5,0,0,0,0,0,0,90,0,0,0,0
177,B,1.6868371833688909,0.5833333333333334,0,1,0,16,0,16,90,0,0,0,0
178,A,1.6653923940063196,0.5,0,0,0,0,0,0,95,0,0,0,0
178,B,1.6862003785020925,0.5833333333333334,0,1,0,17,0,17,95,0,0,0,0
179,A,1.6534666678775047,0.5,0,0,0,0,0,0,92,0,0,0,0
179,B,1.6827721546100551,0.5833333333333334,0,1,0,18,0,18,92,0,0,0,0
180,A,1.6692845830713838,0.5,0,0,0,0,0,0,92,0,0,0,0
180,B,1.6893394648038622,0.5,0,0,0,0,0,0,92,0,0,0,0
181,A,1.6812048533088861,0.6666666666666666,0,1,0,1,0,1,95,0,0,0,0
181,B,1.6963310915774747,0.6666666666666666,0,1,0,1,0,1,95,0,0,0,0
182,A,1.6758628520543661,0.5833333333333334,0,1,0,2,0,2,90,0,0,0,0
182,B,1.6964091610362164,0.5,0,0,0,0,0,0,90,0,0,0,0
183,A,1.66755230942847,0.75,0,1,0,3,0,3,99,0,0,0,0
183,B,1.709325427578858,0.6666666666666666,0,1,0,1,0,1,99,0,0,0,0
184,A,1.665580604165309,0.5,0,0,0,0,0,0,95,0,0,0,0
184,B,1.7138299949003644,0.5833333333333334,0,1,0,2,0,2,95,0,0,0,0
185,A,1.6598477022434948,0.5833333333333334,0,1,0,1,0,1,95,0,0,0,0
185,B,1.7148410757480785,0.5833333333333334,0,1,0,3,0,3,95,0,0,0,0
186,A,1.6532389986044316,0.5,0,0,0,0,0,0,99,0,0,0,0
186,B,1.7040953147396112,0.6666666666666666,0,1,0,4,0,4,99,0,0,0,0
187,A,1.651146330076868,0.5,0,0,0,0,0,0,90,0,0,0,0
187,B,1.7137669808657274,0.5833333333333334,0,1,0,5,0,5,90,0,0,0,0
188,A,1.6483125600559196,0.5,0,0,0,0,0,0,91,0,0,0,0
188,B,1.700038535375259,0.6666666666666666,0,1,0,6,0,6,91,0,0,0,0
189,A,1.6448710829811075,0.5,0,0,0,0,0,0,89,0,0,0,0
189,B,1.701798204196809,0.6666666666666666,0,1,0,7,0,7,89,0,0,0,0
190,A,1.6553285024360984,0.5,0,0,0,0,0,0,91,0,0,0,0
190,B,1.6994026771581425,0.5833333333333334,0,1,0,8,0,8,91,0,0,0,0
191,A,1.6537719458318718,0.5,0,0,0,0,0,0,82,0,0,0,0
191,B,1.712853760789089,0.6666666666666666,0,1,0,9,0,9,82,0,0,0,0
192,A,1.6503829951862041,0.5,0,0,0,0,0,0,84,0,0,0,0
192,B,1.7154225740606681,0.6666666666666666,1,1,1,10,1,10,84,0,0,0,0
193,A,1.6629112915319315,0.5,0,0,0,0,0,0,92,0,0,0,0
193,B,1.7212663206324033,0.6666666666666666,1,1,2,11,2,11,92,0,0,0,0
194,A,1.6611211237749879,0.5,0,0,0,0,0,0,94,0,0,0,0
194,B,1.723321485046437,0.6666666666666666,1,1,3,12,3,12,94,0,0,0,0
195,A,1.6674071442166916,0.5,0,0,0,0,0,0,89,0,0,0,0
195,B,1.7128728467896792,0.5833333333333334,0,1,0,13,0,13,89,0,0,0,0
196,A,1.664416959276022,0.5,0,0,0,0,0,0,88,0,0,0,0
196,B,1.7127379191597556,0.5833333333333334,0,1,0,14,0,14,88,0,0,0,0
197,A,1.6577043077448168,0.5,0,0,0,0,0,0,90,0,0,0,0
197,B,1.6982708723233102,0.5833333333333334,0,1,0,15,0,15,90,0,0,0,0
198,A,1.6623225931362344,0.5,0,0,0,0,0,0,85,0,0,0,0
198,B,1.70363035463405,0.5833333333333334,0,1,0,16,0,16,85,0,0,0,0
199,A,1.663756808616298,0.5,0,0,0,0,0,0,85,0,0,0,0
199,B,1.7056716596765877,0.5833333333333334,0,1,0,17,0,17,85,0,0,0,0
200,A,1.6610595966968238,0.5,0,0,0,0,0,0,77,0,0,0,0
200,B,1.7103164537342699,0.5833333333333334,0,1,0,18,0,18,77,0,0,0,0
