run_id,seed_profile_id,opponent_archetype_name,runtime_decision_source_effective,semantic_connectivity_multiplier,v2_connect_radius_multiplier,v3_connect_radius_multiplier,v3_r_ref_radius_multiplier,movement_model_requested,movement_model_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,cell_FR,cell_MB,cell_PD,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,first_contact_tick,first_kill_tick,cut_tick,pocket_tick,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,ar_forward_p90_A,wedge_ratio_p10_A,split_separation_p90_A,missing_cut,pocket_without_cut,event_order_anomaly,A_v2_mean,A_fragmentation_mean,A_dispersion_mean,A_elongation_mean,A_v3_mean,A_c_conn_mean,A_c_scale_mean,A_rho_mean,B_v2_mean,B_fragmentation_mean,B_dispersion_mean,B_elongation_mean,B_v3_mean,B_c_conn_mean,B_c_scale_mean,B_rho_mean,determinism_digest
FR5_MB5_PD5_reinhard_v2_m2.0,SP01,reinhard,v2,2.0,2.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,109,117,128,141,1,1,67.49482401656314,98.75776397515529,0.26384274292404947,0.44309050469780237,0.6299290100940445,0.6280911134167798,0.9045278358782337,0.8625360271334526,2.187682043663827,1.1035590717089112,1.7136421204664116,False,False,False,0.28923492809893075,0.0,0.36693630372756936,0.5584425388855838,0.29980000000000007,0.29980000000000007,1.0,0.4451831359775986,0.3207270608805213,0.0,0.34870588847516515,0.5249222207216085,0.22339999999999996,0.22339999999999996,1.0,0.4443522017302731,d1fb66ebc4450594bef3c7dd37bb8237db16228c2182ae9dc8cdd470299a535b
FR5_MB8_PD5_reinhard_v2_m2.0,SP01,reinhard,v2,2.0,2.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,109,118,128,140,1,1,70.13274336283186,97.12389380530973,0.200666445853723,0.4555115842461843,0.6145984714369934,0.6307694822070448,0.8430099482448404,0.8807708983727219,2.170906078476657,0.9793069330890773,1.7197033743644805,False,False,False,0.32394939807042633,0.0,0.3526470581278751,0.51526402833893,0.27,0.27,1.0,0.4451735922854849,0.3278485220663589,0.0,0.3500993972130566,0.5114662694412959,0.25379999999999986,0.25379999999999986,1.0,0.44374332224129537,f4c02ae892adc96cab20f785c9a39479e050506ae118ddb92bb6aa76526ef086
FR8_MB2_PD5_reinhard_v2_m2.0,SP01,reinhard,v2,2.0,2.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,2,5,1981813971,897304369,3095987153,107,115,126,176,1,1,76.35658914728683,97.28682170542636,0.2043397890180316,0.47563761531106885,0.6257984378648362,0.6450439760851975,0.83279425319736,0.9735389551610617,2.078404713473684,0.7520731454136979,1.7305827524264086,False,False,False,0.3177182610037423,0.0,0.3674009207564673,0.5083436999776315,0.40780000000000016,0.40780000000000016,1.0,0.436838856404558,0.3444408700953679,0.0,0.35158796018567023,0.48571187592934967,0.2359,0.2359,1.0,0.44282184463336294,6a7132357af413d85288968765840c4f8f75d1c47dcc66e4d9d691bf7fbc04f0
FR8_MB5_PD5_reinhard_v2_m2.0,SP01,reinhard,v2,2.0,2.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,5,5,1981813971,897304369,3095987153,107,116,126,135,1,1,79.8283261802575,98.28326180257511,0.36133045262760927,0.35776147949361264,0.6879442307295224,0.571219313143308,1.0,0.8593343576082305,2.074225352802896,0.7536313287652732,1.7286185426478875,False,False,False,0.30457225709732744,0.0,0.36754829608158196,0.5288209863569737,0.41229999999999983,0.41229999999999983,1.0,0.4362325881441568,0.351649124492683,0.0,0.3491791685947495,0.47892125794101986,0.22729999999999995,0.22729999999999995,1.0,0.44357404218593344,931df4431be4b874fb77d5a4afeb4359a72298bb3ffa36c985b1648a0362a22f
FR8_MB8_PD5_reinhard_v2_m2.0,SP01,reinhard,v2,2.0,2.0,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,8,5,1981813971,897304369,3095987153,107,116,126,143,1,1,67.8646934460888,94.5031712473573,0.18806255958148715,0.4075750236932498,0.5929816254213922,0.5963415987538501,0.8419472227893401,0.8762879568369508,2.0569973306867735,0.6532431968860172,1.7509302486345697,False,False,False,0.30408346227694866,0.0,0.35736958307134564,0.5390314126205883,0.4598,0.4598,1.0,0.4365217224470962,0.3576521840360975,0.0,0.34784099570284055,0.4697348322999364,0.2183,0.2183,1.0,0.4424658174724294,c47ede92cd1c91f778e27145dc9c783a0dc447bc979abe487d321f51b1f5ac7f
FR2_MB2_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,2,5,1981813971,897304369,3095987153,112,119,131,136,1,1,61.08695652173913,99.56521739130434,0.26089453886939046,0.6440135048834164,0.6286276108778535,0.7625161726694359,0.9487665681037416,0.8826572441459537,2.2475953564845113,1.124476003386556,1.7200404689764761,False,False,False,0.13582174314787343,0.0,0.3969220897671449,0.7753453190558716,0.20629999999999987,0.20629999999999987,1.0,0.46827943402707417,0.3001714133441665,0.0,0.35752623611690537,0.5450046732302206,0.1775999999999999,0.1775999999999999,1.0,0.4471626169509083,8798dd9aab0616137c799c96f8283f9cc09ff5905aec01bdf080610e4c6fe9e8
FR2_MB5_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,5,5,1981813971,897304369,3095987153,111,119,130,136,1,1,49.88452655889145,99.7690531177829,0.21144925557870176,0.5576195316389448,0.5973328635547404,0.7050454259705707,0.9999999999999999,0.8820813772612286,2.2514862835627882,1.1225549195763795,1.7197061627831658,False,False,False,0.15172621124165298,0.0,0.39877539507457366,0.7492783966872696,0.1901999999999999,0.1901999999999999,1.0,0.4677416316801098,0.3000229993316044,0.0,0.3622585271112445,0.5447722982503324,0.19299999999999987,0.19299999999999987,1.0,0.44685608941961424,e7817e290be8655901acc80d308295ddd3ebc2ca6b86ecc52a50d79e1f9adcbf
FR2_MB8_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,2,8,5,1981813971,897304369,3095987153,112,120,131,136,1,1,70.92198581560284,99.29078014184397,0.2695824344791201,0.49447024368876297,0.6329850811723005,0.66289666098302,0.948671033940352,0.8780117454874178,2.2547311155982834,1.005714304220446,1.7182969555329706,False,False,False,0.15600378844629986,0.0,0.39883803745015856,0.7426751033675117,0.14469999999999997,0.14469999999999997,1.0,0.4702154004536737,0.2955972551745332,0.0,0.36182360702867883,0.5498770753745625,0.2022,0.2022,1.0,0.44726300471004454,fd0c0571de939c070aa828b8483e1f2069c0dfe5e18a52978ed073374eea8c2e
FR5_MB2_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,2,5,1981813971,897304369,3095987153,109,117,128,136,1,1,71.34020618556701,99.79381443298969,0.26041699086262876,0.4499677245633628,0.6320625221201448,0.6332158156618723,0.9156316399041012,0.862709147760641,2.182793962781319,1.0891536798566102,1.7162728187795402,False,False,False,0.2727321431300928,0.0,0.3626496100834681,0.5874804427661847,0.3375,0.3375,1.0,0.44600894811089786,0.3197823298469667,0.0,0.3517833975301301,0.5210268736745635,0.2104999999999999,0.2104999999999999,1.0,0.44537081328157074,cb46b490cc7bc3e56fd13984e8dd348b0ffbba245e3fa8ee0daddcd25e7876fa
FR5_MB5_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,5,5,1981813971,897304369,3095987153,109,117,128,187,1,1,73.06843267108168,98.8962472406181,0.3198191260636953,0.42086396713712726,0.6599113410099648,0.6136255042807975,0.9422336019881231,0.864077661692219,2.187682043663827,1.1035590717089112,1.7136421204664116,False,False,False,0.28923492809893075,0.0,0.36693630372756936,0.5584425388855838,0.29980000000000007,0.29980000000000007,1.0,0.4451831359775986,0.3207270608805213,0.0,0.34870588847516515,0.5249222207216085,0.22339999999999996,0.22339999999999996,1.0,0.4443522017302731,777e9ffe7d04b85224133a214f266517fa17ca73ec1a61a6679e4f468e215b0a
FR5_MB8_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,5,8,5,1981813971,897304369,3095987153,109,118,128,140,1,1,74.10207939508507,97.73156899810964,0.3041021756956656,0.3850222359715085,0.6586243864125703,0.5890317742424603,0.9166275204259273,0.8449892307443654,2.170906078476657,0.9793069330890773,1.7197033743644805,False,False,False,0.32394939807042633,0.0,0.3526470581278751,0.51526402833893,0.27,0.27,1.0,0.4451735922854849,0.3278485220663589,0.0,0.3500993972130566,0.5114662694412959,0.25379999999999986,0.25379999999999986,1.0,0.44374332224129537,d22fa90a2341d6777e654f44d145fb1680ee17c2bc47fd139c4686c17667ffba
FR8_MB2_PD5_reinhard_v2_m2.5,SP01,reinhard,v2,2.5,2.5,1.0,1.0,baseline,v3a,exp_precontact_centroid_probe,0.5,8,2,5,1981813971,897304369,3095987153,107,115,126,170,1,1,80.16877637130801,97.0464135021097,0.2540655897055377,0.5430504477249646,0.648812829550535,0.6880126036148343,0.838668973479715,0.9070299013698545,2.078404713473684,0.7520731454136979,1.7305827524264086,False,False,False,0.3177182610037423,0.0,0.3674009207564673,0.5083436999776315,0.40780000000000016,0.40780000000000016,1.0,0.436838856404558,0.3444408700953679,0.0,0.35158796018567023,0.48571187592934967,0.2359,0.2359,1.0,0.44282184463336294,08c3ff70b06712cdd4ec71cf424acc6242b76141641e926809e978270a4df8de
