run_id,seed_profile_id,cell_FR,cell_MB,cell_PD,cell_ODW,movement_model,movement_model_requested,movement_model_effective,runtime_decision_source_requested,runtime_decision_source_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,odw_posture_bias_enabled_effective,odw_posture_bias_k_effective,odw_posture_bias_clip_delta_effective,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,opponent_archetype_id,side_a_vector,opponent_vector,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,first_damage_tick,missing_cut,pocket_without_cut,event_order_anomaly,event_order_anomaly_label,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,precontact_ar_forward_p90_A,precontact_wedge_ratio_p10_A,precontact_split_separation_p90_A,precontact_c_conn_mean_A,precontact_rho_mean_A,precontact_c_scale_mean_A,front_profile_A,wedge_present_A,local_penetration_A,structural_fragility_A,posture_coherence_A,fire_eff_contact_to_cut_mean_A,fire_eff_contact_to_cut_p90_A,front_profile_B,wedge_present_B,local_penetration_B,structural_fragility_B,posture_coherence_B,fire_eff_contact_to_cut_mean_B,fire_eff_contact_to_cut_p90_B,runtime_collapse_sig_mean_A,runtime_collapse_sig_p95_A,runtime_c_conn_mean_A,runtime_rho_mean_A,runtime_c_scale_mean_A,runtime_collapse_sig_mean_B,runtime_collapse_sig_p95_B,runtime_c_conn_mean_B,runtime_rho_mean_B,runtime_c_scale_mean_B,precontact_wedge_p50_A,precontact_frontcurv_p50_A,precontact_cw_pshare_p50_A,precontact_pospersist_max_abs_A,first_alive_lead_tick,first_alive_lead_side,first_alive_lead_change_tick,first_major_divergence_tick,first_major_divergence_side,max_alive_lead_A,max_alive_lead_B,contact_ticks,mean_in_contact_count_contact_phase,mean_damage_events_count_contact_phase,damage_events_per_contact_pair_proxy,determinism_digest,cell_id,variant_id,variant_experiment
SP01_FR8_MB5_PD8_ODW2,SP01,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,476,0,12,109,117,128,137,109,False,False,False,,2,467,75.63025210084034,2.100840336134454,0.2424406260616747,0.02100840336134454,0.3160990490243883,0.22963125459691566,0.6153846153846154,0.6,2.009921974995488,0.7108238211317827,1.7519524517264768,0.8342999999999996,0.43069798342895965,1.0,unstable_penetration_wedge,True,True,True,False,0.20277865956093513,0.35526940253866435,mixed_front,False,True,False,False,0.35810531850003496,0.5031658867713596,0.16444444444444445,0.26,0.8355555555555556,0.4326942795166527,1.0,0.06425925925925927,0.25649999999999995,0.9357407407407408,0.457797076824063,1.0,0.9064954685849852,0.3655827542370853,-0.026116965645472827,0.0,117,B,,135,B,0,12,358,55.08659217877095,55.08659217877095,1.0,5dd4b03153a31816e48591f2bf6aad66648479f8eba06438e13756f91f2e49f7,FR8_MB5_PD8_ODW2,baseline,exp_precontact_centroid_probe
SP09_FR8_MB5_PD8_ODW2,SP09,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,476,0,12,109,117,128,137,109,False,False,False,,2,467,75.63025210084034,2.100840336134454,0.2424406260616747,0.02100840336134454,0.3160990490243883,0.22963125459691566,0.6153846153846154,0.6,2.009921974995488,0.7108238211317827,1.7519524517264768,0.8342999999999996,0.43069798342895965,1.0,unstable_penetration_wedge,True,True,True,False,0.20277865956093513,0.35526940253866435,mixed_front,False,True,False,False,0.35810531850003496,0.5031658867713596,0.16444444444444445,0.26,0.8355555555555556,0.4326942795166527,1.0,0.06425925925925927,0.25649999999999995,0.9357407407407408,0.457797076824063,1.0,0.9064954685849852,0.3655827542370853,-0.026116965645472827,0.0,117,B,,135,B,0,12,358,55.08659217877095,55.08659217877095,1.0,5dd4b03153a31816e48591f2bf6aad66648479f8eba06438e13756f91f2e49f7,FR8_MB5_PD8_ODW2,baseline,exp_precontact_centroid_probe
SP18_FR8_MB5_PD8_ODW2,SP18,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,476,0,12,109,117,128,137,109,False,False,False,,2,467,75.63025210084034,2.100840336134454,0.2424406260616747,0.02100840336134454,0.3160990490243883,0.22963125459691566,0.6153846153846154,0.6,2.009921974995488,0.7108238211317827,1.7519524517264768,0.8342999999999996,0.43069798342895965,1.0,unstable_penetration_wedge,True,True,True,False,0.20277865956093513,0.35526940253866435,mixed_front,False,True,False,False,0.35810531850003496,0.5031658867713596,0.16444444444444445,0.26,0.8355555555555556,0.4326942795166527,1.0,0.06425925925925927,0.25649999999999995,0.9357407407407408,0.457797076824063,1.0,0.9064954685849852,0.3655827542370853,-0.026116965645472827,0.0,117,B,,135,B,0,12,358,55.08659217877095,55.08659217877095,1.0,5dd4b03153a31816e48591f2bf6aad66648479f8eba06438e13756f91f2e49f7,FR8_MB5_PD8_ODW2,baseline,exp_precontact_centroid_probe
SP01_FR8_MB5_PD8_ODW2,SP01,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,377,0,32,105,112,124,150,105,False,False,False,,2,368,25.46419098143236,2.6525198938992043,0.03851370824224819,0.026525198938992044,0.0937894279186458,0.2674522311799026,0.34558823529411753,0.6260869565217391,2.1137678908028956,0.660369343161735,1.8257228823407012,0.8418000000000001,0.42681086730313855,1.0,unstable_penetration_wedge,True,True,True,False,0.20825516194518953,0.3756040439945616,unstable_penetration_wedge,True,True,False,False,0.374706156974426,0.6093597319103602,0.1580769230769231,0.23849999999999993,0.8419230769230769,0.4279500122308193,1.0,0.02115384615384617,0.06000000000000005,0.9788461538461538,0.41888256427638787,1.0,0.874939952235982,0.3720575323280786,-0.034395346857800456,0.0,112,B,,123,B,0,32,263,69.38783269961978,69.38783269961978,1.0,b915316a4842f698d2de070b0581f990c457e4a7418efb31ff58f66988c2df22,FR8_MB5_PD8_ODW2,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP09_FR8_MB5_PD8_ODW2,SP09,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,377,0,32,105,112,124,150,105,False,False,False,,2,368,25.46419098143236,2.6525198938992043,0.03851370824224819,0.026525198938992044,0.0937894279186458,0.2674522311799026,0.34558823529411753,0.6260869565217391,2.1137678908028956,0.660369343161735,1.8257228823407012,0.8418000000000001,0.42681086730313855,1.0,unstable_penetration_wedge,True,True,True,False,0.20825516194518953,0.3756040439945616,unstable_penetration_wedge,True,True,False,False,0.374706156974426,0.6093597319103602,0.1580769230769231,0.23849999999999993,0.8419230769230769,0.4279500122308193,1.0,0.02115384615384617,0.06000000000000005,0.9788461538461538,0.41888256427638787,1.0,0.874939952235982,0.3720575323280786,-0.034395346857800456,0.0,112,B,,123,B,0,32,263,69.38783269961978,69.38783269961978,1.0,b915316a4842f698d2de070b0581f990c457e4a7418efb31ff58f66988c2df22,FR8_MB5_PD8_ODW2,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP18_FR8_MB5_PD8_ODW2,SP18,8,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,377,0,32,105,112,124,150,105,False,False,False,,2,368,25.46419098143236,2.6525198938992043,0.03851370824224819,0.026525198938992044,0.0937894279186458,0.2674522311799026,0.34558823529411753,0.6260869565217391,2.1137678908028956,0.660369343161735,1.8257228823407012,0.8418000000000001,0.42681086730313855,1.0,unstable_penetration_wedge,True,True,True,False,0.20825516194518953,0.3756040439945616,unstable_penetration_wedge,True,True,False,False,0.374706156974426,0.6093597319103602,0.1580769230769231,0.23849999999999993,0.8419230769230769,0.4279500122308193,1.0,0.02115384615384617,0.06000000000000005,0.9788461538461538,0.41888256427638787,1.0,0.874939952235982,0.3720575323280786,-0.034395346857800456,0.0,112,B,,123,B,0,32,263,69.38783269961978,69.38783269961978,1.0,b915316a4842f698d2de070b0581f990c457e4a7418efb31ff58f66988c2df22,FR8_MB5_PD8_ODW2,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP01_FR8_MB2_PD2_ODW8,SP01,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,430,22,0,109,116,128,135,109,False,False,False,,421,,2.3255813953488373,0.0,0.023255813953488372,0.0,0.3391807171801321,0.0662567681207033,0.7692307692307692,0.23076923076923073,2.3981000377876533,0.7097087348229814,1.727827065180053,0.9599999999999994,0.43075526888232657,1.0,unstable_penetration_wedge,True,True,False,False,0.31887483044245246,0.4911080914544328,flat_holding_front,False,True,False,False,0.3797165116056905,0.5638916561731743,0.037500000000000006,0.12,0.9625,0.4328665989391458,1.0,0.042037037037037046,0.16649999999999995,0.9579629629629629,0.45827804725738724,1.0,0.7331455746865232,0.2986290325870957,0.003386275970179112,0.0,116,A,126,277,A,22,3,312,60.72115384615385,60.72115384615385,1.0,25137d00e45f2aaf1ea85ea3b3b7a2f70b009c4682bb64a1fad30f89392317a6,FR8_MB2_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP09_FR8_MB2_PD2_ODW8,SP09,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,430,22,0,109,116,128,135,109,False,False,False,,421,,2.3255813953488373,0.0,0.023255813953488372,0.0,0.3391807171801321,0.0662567681207033,0.7692307692307692,0.23076923076923073,2.3981000377876533,0.7097087348229814,1.727827065180053,0.9599999999999994,0.43075526888232657,1.0,unstable_penetration_wedge,True,True,False,False,0.31887483044245246,0.4911080914544328,flat_holding_front,False,True,False,False,0.3797165116056905,0.5638916561731743,0.037500000000000006,0.12,0.9625,0.4328665989391458,1.0,0.042037037037037046,0.16649999999999995,0.9579629629629629,0.45827804725738724,1.0,0.7331455746865232,0.2986290325870957,0.003386275970179112,0.0,116,A,126,277,A,22,3,312,60.72115384615385,60.72115384615385,1.0,25137d00e45f2aaf1ea85ea3b3b7a2f70b009c4682bb64a1fad30f89392317a6,FR8_MB2_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP18_FR8_MB2_PD2_ODW8,SP18,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,430,22,0,109,116,128,135,109,False,False,False,,421,,2.3255813953488373,0.0,0.023255813953488372,0.0,0.3391807171801321,0.0662567681207033,0.7692307692307692,0.23076923076923073,2.3981000377876533,0.7097087348229814,1.727827065180053,0.9599999999999994,0.43075526888232657,1.0,unstable_penetration_wedge,True,True,False,False,0.31887483044245246,0.4911080914544328,flat_holding_front,False,True,False,False,0.3797165116056905,0.5638916561731743,0.037500000000000006,0.12,0.9625,0.4328665989391458,1.0,0.042037037037037046,0.16649999999999995,0.9579629629629629,0.45827804725738724,1.0,0.7331455746865232,0.2986290325870957,0.003386275970179112,0.0,116,A,126,277,A,22,3,312,60.72115384615385,60.72115384615385,1.0,25137d00e45f2aaf1ea85ea3b3b7a2f70b009c4682bb64a1fad30f89392317a6,FR8_MB2_PD2_ODW8,baseline,exp_precontact_centroid_probe
SP01_FR8_MB2_PD2_ODW8,SP01,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,429,0,18,105,113,124,145,105,False,False,False,,,420,0.0,2.331002331002331,0.0,0.023310023310023312,0.12739170783614032,0.2146341686169067,0.3283018867924524,0.6143920595533499,2.432908933564002,0.6746862849066514,1.7339598793232445,0.9658999999999998,0.4299461554362486,1.0,unstable_penetration_wedge,True,True,False,False,0.36734410197002665,0.5833609513638354,mixed_front,False,True,False,False,0.3594141001844613,0.62686124379003,0.03317307692307694,0.08849999999999991,0.9668269230769231,0.4310272471726423,1.0,0.02009615384615386,0.058499999999999996,0.9799038461538462,0.4189008039601787,1.0,0.6996130779321131,0.42271689610723673,0.0023580620215123953,0.0,118,A,125,164,B,1,18,315,61.857142857142854,61.857142857142854,1.0,842fea858a60e705f726006fbd136e6aa79d4955c775b811a4902e0597e1c154,FR8_MB2_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP09_FR8_MB2_PD2_ODW8,SP09,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1049858353,1430962147,825265366,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,429,0,18,105,113,124,145,105,False,False,False,,,420,0.0,2.331002331002331,0.0,0.023310023310023312,0.12739170783614032,0.2146341686169067,0.3283018867924524,0.6143920595533499,2.432908933564002,0.6746862849066514,1.7339598793232445,0.9658999999999998,0.4299461554362486,1.0,unstable_penetration_wedge,True,True,False,False,0.36734410197002665,0.5833609513638354,mixed_front,False,True,False,False,0.3594141001844613,0.62686124379003,0.03317307692307694,0.08849999999999991,0.9668269230769231,0.4310272471726423,1.0,0.02009615384615386,0.058499999999999996,0.9799038461538462,0.4189008039601787,1.0,0.6996130779321131,0.42271689610723673,0.0023580620215123953,0.0,118,A,125,164,B,1,18,315,61.857142857142854,61.857142857142854,1.0,842fea858a60e705f726006fbd136e6aa79d4955c775b811a4902e0597e1c154,FR8_MB2_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
SP18_FR8_MB2_PD2_ODW8,SP18,8,2,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_plus_fr_centroid_decouple_probe,0.5,True,0.5,0.4,1383636782,1153110224,1272470450,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 8.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,429,0,18,105,113,124,145,105,False,False,False,,,420,0.0,2.331002331002331,0.0,0.023310023310023312,0.12739170783614032,0.2146341686169067,0.3283018867924524,0.6143920595533499,2.432908933564002,0.6746862849066514,1.7339598793232445,0.9658999999999998,0.4299461554362486,1.0,unstable_penetration_wedge,True,True,False,False,0.36734410197002665,0.5833609513638354,mixed_front,False,True,False,False,0.3594141001844613,0.62686124379003,0.03317307692307694,0.08849999999999991,0.9668269230769231,0.4310272471726423,1.0,0.02009615384615386,0.058499999999999996,0.9799038461538462,0.4189008039601787,1.0,0.6996130779321131,0.42271689610723673,0.0023580620215123953,0.0,118,A,125,164,B,1,18,315,61.857142857142854,61.857142857142854,1.0,842fea858a60e705f726006fbd136e6aa79d4955c775b811a4902e0597e1c154,FR8_MB2_PD2_ODW8,fr_centroid_decouple_candidate,exp_precontact_plus_fr_centroid_decouple_probe
