origin_a,origin_b,aspect_ratio,fleet_size,min_separation,attack_range,first_contact_tick,frontcurve_diff_t1_20,frontcurve_diff_t21_50,frontcurve_diff_t51_120,cws_diff_t1_20,cws_diff_t21_50,cws_diff_t51_120,remaining_a,remaining_b,remaining_gap_pct_initial,end_tick
30.0,170.0,1.5,75,1.0,3.0,94,0.2525439067274086,0.2675556846117136,0.438928795624832,0.007305114352331242,0.002586325321361268,0.019838172992342862,66,65,1.3333333333333335,120
30.0,170.0,1.5,75,1.0,5.0,93,0.2525439067274086,0.2675556846117136,0.44016631306104986,0.007305114352331242,0.002586325321361268,0.03777003694355366,64,63,1.3333333333333335,120
30.0,170.0,1.5,75,1.0,7.0,93,0.2525439067274086,0.2675556846117136,0.42755586758301345,0.007305114352331242,0.002586325321361268,0.029230338116019616,63,63,0.0,120
30.0,170.0,1.5,75,2.0,3.0,90,0.25283780581571047,0.4506344848023021,0.49135486958634755,0.006145830665465671,0.0021685681002599167,0.0159754085131617,70,70,0.0,120
30.0,170.0,1.5,75,2.0,5.0,89,0.25283780581571047,0.4506344848023021,0.4290351764617016,0.006145830665465671,0.0021685681002599167,0.016437228988263986,64,64,0.0,120
30.0,170.0,1.5,75,2.0,7.0,88,0.25283780581571047,0.4506344848023021,0.450623412357205,0.006145830665465671,0.0021685681002599167,0.042533986950668824,63,63,0.0,120
30.0,170.0,1.5,75,3.0,3.0,88,0.198261747004133,0.01917940303698139,0.27123615289241504,0.004756675626707453,0.0029544237163244415,0.028004356485961498,74,74,0.0,120
30.0,170.0,1.5,75,3.0,5.0,85,0.198261747004133,0.01917940303698139,0.19451777992265437,0.004756675626707453,0.0029544237163244415,0.012025099628555427,67,66,1.3333333333333335,120
30.0,170.0,1.5,75,3.0,7.0,84,0.198261747004133,0.01917940303698139,0.2257942600260953,0.004756675626707453,0.0029544237163244415,0.04379744382994002,64,63,1.3333333333333335,120
30.0,170.0,1.5,100,1.0,3.0,93,0.12459107394551956,0.2297895123440712,0.34582458492933704,0.006065663376155023,0.0032403261085610577,0.014357489739936386,86,86,0.0,120
30.0,170.0,1.5,100,1.0,5.0,92,0.12459107394551956,0.2297895123440712,0.3609130047197877,0.006065663376155023,0.0032403261085610577,0.02152838969787734,85,86,1.0,120
30.0,170.0,1.5,100,1.0,7.0,91,0.12459107394551956,0.2297895123440712,0.3268512545396536,0.006065663376155023,0.0032403261085610577,0.01298366431650079,85,85,0.0,120
30.0,170.0,1.5,100,2.0,3.0,87,0.2067923510816362,0.20682005240312706,0.3129875178994717,0.004660138007146794,0.0037256504540127302,0.050029892771088685,93,92,1.0,120
30.0,170.0,1.5,100,2.0,5.0,87,0.2067923510816362,0.20682005240312706,0.31037013532836216,0.004660138007146794,0.0037256504540127302,0.008153518359203908,86,86,0.0,120
30.0,170.0,1.5,100,2.0,7.0,86,0.2067923510816362,0.20682005240312706,0.2725618474355383,0.004660138007146794,0.0037256504540127302,0.020010516417691734,84,84,0.0,120
30.0,170.0,1.5,100,3.0,3.0,85,0.1366850869676341,0.1396808270561371,0.2241180296334502,0.007243456318953298,0.002167726942260577,0.04357938564229449,99,99,0.0,120
30.0,170.0,1.5,100,3.0,5.0,83,0.1366850869676341,0.1396808270561371,0.3044703499795286,0.007243456318953298,0.002167726942260577,0.03754955667642788,88,88,0.0,120
30.0,170.0,1.5,100,3.0,7.0,82,0.1366850869676341,0.1396808270561371,0.3015440916058153,0.007243456318953298,0.002167726942260577,0.025820210596014075,85,85,0.0,120
30.0,170.0,1.5,125,1.0,3.0,93,0.17503910484175708,0.2865737500964926,0.3603240549860028,0.006226939764905727,0.002394535179354058,0.014333357898063179,108,109,0.8,120
30.0,170.0,1.5,125,1.0,5.0,92,0.17503910484175708,0.2865737500964926,0.40969778190296813,0.006226939764905727,0.002394535179354058,0.050861298977929736,107,106,0.8,120
30.0,170.0,1.5,125,1.0,7.0,91,0.17503910484175708,0.2865737500964926,0.3520901042823543,0.006226939764905727,0.002394535179354058,0.00924152623393373,107,105,1.6,120
30.0,170.0,1.5,125,2.0,3.0,86,0.07695490409119521,0.13156522077924443,0.2779667836163602,0.0048532483622734475,0.003382818102332544,0.03716607303484348,116,115,0.8,120
30.0,170.0,1.5,125,2.0,5.0,85,0.07695490409119521,0.13156522077924443,0.35967212383196795,0.0048532483622734475,0.003382818102332544,0.04201360987822959,108,109,0.8,120
30.0,170.0,1.5,125,2.0,7.0,84,0.07695490409119521,0.13156522077924443,0.28623035288212206,0.0048532483622734475,0.003382818102332544,0.02187964852287088,103,104,0.8,120
30.0,170.0,1.5,125,3.0,3.0,84,0.040599718346436414,0.06698808142157872,0.18929725247829193,0.006615566769855957,0.002056670437940344,0.018496759049652253,121,120,0.8,120
30.0,170.0,1.5,125,3.0,5.0,81,0.040599718346436414,0.06698808142157872,0.19315975891274298,0.006615566769855957,0.002056670437940344,0.026721150397538824,112,110,1.6,120
30.0,170.0,1.5,125,3.0,7.0,80,0.040599718346436414,0.06698808142157872,0.1557491798349698,0.006615566769855957,0.002056670437940344,0.015367343513436103,108,105,2.4,120
30.0,170.0,1.5,150,1.0,3.0,91,0.11544923175988848,0.19495598864160174,0.3064824399391215,0.005271060834317415,0.0019487516791644342,0.04826719876343535,131,130,0.6666666666666667,120
30.0,170.0,1.5,150,1.0,5.0,90,0.11544923175988848,0.19495598864160174,0.3274141429385576,0.005271060834317415,0.0019487516791644342,0.018048346033469397,128,127,0.6666666666666667,120
30.0,170.0,1.5,150,1.0,7.0,90,0.11544923175988848,0.19495598864160174,0.3074296694469999,0.005271060834317415,0.0019487516791644342,0.014112343113056185,127,125,1.3333333333333335,120
30.0,170.0,1.5,150,2.0,3.0,85,0.08964572303190839,0.18833366043111854,0.32662428312799996,0.003403492151285535,0.0011048535635118058,0.0480736274147368,137,136,0.6666666666666667,120
30.0,170.0,1.5,150,2.0,5.0,84,0.08964572303190839,0.18833366043111854,0.2923123515626641,0.003403492151285535,0.0011048535635118058,0.07883669483043494,129,129,0.0,120
30.0,170.0,1.5,150,2.0,7.0,83,0.08964572303190839,0.18833366043111854,0.25445789908123834,0.003403492151285535,0.0011048535635118058,0.06459131606914677,125,126,0.6666666666666667,120
30.0,170.0,1.5,150,3.0,3.0,82,0.10671156595569894,0.14945522267890982,0.2507500259292115,0.005163826317943402,0.0013948419609144422,0.03422970541411002,149,146,2.0,120
30.0,170.0,1.5,150,3.0,5.0,79,0.10671156595569894,0.14945522267890982,0.23818130304949714,0.005163826317943402,0.0013948419609144422,0.02760505626992037,133,129,2.666666666666667,120
30.0,170.0,1.5,150,3.0,7.0,78,0.10671156595569894,0.14945522267890982,0.3973177630550559,0.005163826317943402,0.0013948419609144422,0.08076584297623439,124,126,1.3333333333333335,120
30.0,170.0,2.0,50,1.0,3.0,95,0.1541046758470761,0.4818328486286032,0.5285646995600871,0.005727791526996975,0.006161207862513689,0.040114374074012527,44,43,2.0,120
30.0,170.0,2.0,50,1.0,5.0,94,0.1541046758470761,0.4818328486286032,0.5253453828518334,0.005727791526996975,0.006161207862513689,0.08129776616096973,42,42,0.0,120
30.0,170.0,2.0,50,1.0,7.0,93,0.1541046758470761,0.4818328486286032,0.565541072070679,0.005727791526996975,0.006161207862513689,0.03072724286103211,42,42,0.0,120
30.0,170.0,2.0,50,2.0,3.0,91,0.19735738543106396,0.21719539637792132,0.30744166815933655,0.005503728656930749,0.0031183284530570464,0.03264100192622234,48,48,0.0,120
30.0,170.0,2.0,50,2.0,5.0,90,0.19735738543106396,0.21719539637792132,0.3430299057998949,0.005503728656930749,0.0031183284530570464,0.040420836723255055,42,42,0.0,120
30.0,170.0,2.0,50,2.0,7.0,89,0.19735738543106396,0.21719539637792132,0.3856491011759878,0.005503728656930749,0.0031183284530570464,0.07491823673394879,41,41,0.0,120
30.0,170.0,2.0,50,3.0,3.0,90,0.1937476596441751,0.19624727953882687,0.2305380381941761,0.004458793749154565,0.0033505992977608916,0.02521560479964805,50,50,0.0,120
30.0,170.0,2.0,50,3.0,5.0,88,0.1937476596441751,0.19624727953882687,0.22499378244742002,0.004458793749154565,0.0033505992977608916,0.03422180603881105,44,45,2.0,120
30.0,170.0,2.0,50,3.0,7.0,87,0.1937476596441751,0.19624727953882687,0.20598236891369523,0.004458793749154565,0.0033505992977608916,0.054327082326363414,43,43,0.0,120
30.0,170.0,2.0,75,1.0,3.0,94,0.15291564021834358,0.3840281907288816,0.43643042679718236,0.005493415137993,0.00251626669026891,0.017887029597503802,65,66,1.3333333333333335,120
30.0,170.0,2.0,75,1.0,5.0,93,0.15291564021834358,0.3840281907288816,0.44883326005864466,0.005493415137993,0.00251626669026891,0.03351063395226357,63,62,1.3333333333333335,120
30.0,170.0,2.0,75,1.0,7.0,92,0.15291564021834358,0.3840281907288816,0.4245635608437799,0.005493415137993,0.00251626669026891,0.016534259648723414,63,64,1.3333333333333335,120
30.0,170.0,2.0,75,2.0,3.0,89,0.1822431990254496,0.27405021972102384,0.37559740354635696,0.007091624586236043,0.0015365405103282955,0.041249038033806355,69,70,1.3333333333333335,120
30.0,170.0,2.0,75,2.0,5.0,89,0.1822431990254496,0.27405021972102384,0.3428982099686207,0.007091624586236043,0.0015365405103282955,0.012982188144318476,65,65,0.0,120
30.0,170.0,2.0,75,2.0,7.0,88,0.1822431990254496,0.27405021972102384,0.38883644578134735,0.007091624586236043,0.0015365405103282955,0.06539116262122818,63,62,1.3333333333333335,120
30.0,170.0,2.0,75,3.0,3.0,88,0.021302279115667223,0.10528235320418952,0.27812779844943697,0.003881959146227849,0.003098601645491636,0.013287034494918462,75,75,0.0,120
30.0,170.0,2.0,75,3.0,5.0,86,0.021302279115667223,0.10528235320418952,0.322045010631385,0.003881959146227849,0.003098601645491636,0.019216720600673837,68,68,0.0,120
30.0,170.0,2.0,75,3.0,7.0,85,0.021302279115667223,0.10528235320418952,0.262454013945837,0.003881959146227849,0.003098601645491636,0.026331106382966794,64,64,0.0,120
30.0,170.0,2.0,100,1.0,3.0,92,0.22784521949449757,0.28969781094155256,0.479588610453175,0.004840976160358776,0.0021709374509304804,0.0281473279371832,86,87,1.0,120
30.0,170.0,2.0,100,1.0,5.0,91,0.22784521949449757,0.28969781094155256,0.49251103330332596,0.004840976160358776,0.0021709374509304804,0.03277024739519571,85,85,0.0,120
30.0,170.0,2.0,100,1.0,7.0,90,0.22784521949449757,0.28969781094155256,0.4738350920326929,0.004840976160358776,0.0021709374509304804,0.020493726644350948,85,85,0.0,120
30.0,170.0,2.0,100,2.0,3.0,87,0.1273486525550654,0.169803981090718,0.3101072897286518,0.0057513718271809825,0.003929726809750936,0.04032799135270214,93,93,0.0,120
30.0,170.0,2.0,100,2.0,5.0,86,0.1273486525550654,0.169803981090718,0.34001847920618966,0.0057513718271809825,0.003929726809750936,0.02460699851582473,86,87,1.0,120
30.0,170.0,2.0,100,2.0,7.0,85,0.1273486525550654,0.169803981090718,0.23852713797424818,0.0057513718271809825,0.003929726809750936,0.02023723910063424,83,83,0.0,120
30.0,170.0,2.0,100,3.0,3.0,86,0.1095936970892318,0.23565146663166864,0.20622583297777422,0.00440581348392706,0.003045992419529281,0.010052769926735169,98,98,0.0,120
30.0,170.0,2.0,100,3.0,5.0,84,0.1095936970892318,0.23565146663166864,0.32510967318747,0.00440581348392706,0.003045992419529281,0.00903606040576423,88,90,2.0,120
30.0,170.0,2.0,100,3.0,7.0,83,0.1095936970892318,0.23565146663166864,0.24028482513766838,0.00440581348392706,0.003045992419529281,0.02238161533819642,86,85,1.0,120
30.0,170.0,2.0,125,1.0,3.0,92,0.2211869210691239,0.28687154376048396,0.3948790876742907,0.005347804606568298,0.003254773932331867,0.03457706399365146,108,108,0.0,120
30.0,170.0,2.0,125,1.0,5.0,91,0.2211869210691239,0.28687154376048396,0.39364955319201705,0.005347804606568298,0.003254773932331867,0.021886723687307225,106,106,0.0,120
30.0,170.0,2.0,125,1.0,7.0,90,0.2211869210691239,0.28687154376048396,0.41323847260696334,0.005347804606568298,0.003254773932331867,0.019203767030416697,104,106,1.6,120
30.0,170.0,2.0,125,2.0,3.0,86,0.15469253232703245,0.12081745182036865,0.37008866812662544,0.008398559582148496,0.003698274075187596,0.058245148600010135,116,117,0.8,120
30.0,170.0,2.0,125,2.0,5.0,85,0.15469253232703245,0.12081745182036865,0.4116420789655438,0.008398559582148496,0.003698274075187596,0.033523189375493055,108,107,0.8,120
30.0,170.0,2.0,125,2.0,7.0,84,0.15469253232703245,0.12081745182036865,0.320090548515556,0.008398559582148496,0.003698274075187596,0.05234397316244224,104,102,1.6,120
30.0,170.0,2.0,125,3.0,3.0,84,0.13739086296776445,0.14367147622774615,0.35091660469271246,0.0030047454166574534,0.003344998141316568,0.02114512786123561,123,123,0.0,120
30.0,170.0,2.0,125,3.0,5.0,81,0.13739086296776445,0.14367147622774615,0.21619542649409526,0.0030047454166574534,0.003344998141316568,0.04893668660915158,110,112,1.6,120
30.0,170.0,2.0,125,3.0,7.0,80,0.13739086296776445,0.14367147622774615,0.18908788968046902,0.0030047454166574534,0.003344998141316568,0.01915705024651145,106,105,0.8,120
30.0,170.0,2.0,150,1.0,3.0,90,0.1819688509472298,0.19030921238412088,0.3757911365920287,0.004266980866702973,0.0014994443928890225,0.05063452830892875,132,132,0.0,120
30.0,170.0,2.0,150,1.0,5.0,90,0.1819688509472298,0.19030921238412088,0.345376377958997,0.004266980866702973,0.0014994443928890225,0.017875288454659383,128,129,0.6666666666666667,120
30.0,170.0,2.0,150,1.0,7.0,89,0.1819688509472298,0.19030921238412088,0.37537873528143534,0.004266980866702973,0.0014994443928890225,0.0390320344632445,128,126,1.3333333333333335,120
30.0,170.0,2.0,150,2.0,3.0,85,0.10840198718784363,0.22098076883653586,0.22375675023446062,0.004074317863230129,0.0029650910907753148,0.03466342968566982,136,140,2.666666666666667,120
30.0,170.0,2.0,150,2.0,5.0,84,0.10840198718784363,0.22098076883653586,0.2821440293378987,0.004074317863230129,0.0029650910907753148,0.028496848926606623,131,130,0.6666666666666667,120
30.0,170.0,2.0,150,2.0,7.0,83,0.10840198718784363,0.22098076883653586,0.2620379421609409,0.004074317863230129,0.0029650910907753148,0.05527350638904255,128,126,1.3333333333333335,120
30.0,170.0,2.0,150,3.0,3.0,82,0.07612622161647452,0.07627676347893449,0.3743960306663223,0.004750721150718767,0.00244996639881312,0.0063835115409533565,146,145,0.6666666666666667,120
30.0,170.0,2.0,150,3.0,5.0,80,0.07612622161647452,0.07627676347893449,0.2636012672324818,0.004750721150718767,0.00244996639881312,0.028850988971713058,133,133,0.0,120
30.0,170.0,2.0,150,3.0,7.0,79,0.07612622161647452,0.07627676347893449,0.30093556974973945,0.004750721150718767,0.00244996639881312,0.04746042876151669,128,125,2.0,120
30.0,170.0,2.5,50,1.0,3.0,93,0.24042423847523947,0.3037455112549296,0.4802513362193621,0.007712707433785389,0.0030350973742021394,0.030188358680078648,43,44,2.0,120
30.0,170.0,2.5,50,1.0,5.0,92,0.24042423847523947,0.3037455112549296,0.5007329496963059,0.007712707433785389,0.0030350973742021394,0.029746953957135346,41,42,2.0,120
30.0,170.0,2.5,50,1.0,7.0,91,0.24042423847523947,0.3037455112549296,0.4989933160418173,0.007712707433785389,0.0030350973742021394,0.010553525242464315,41,42,2.0,120
30.0,170.0,2.5,50,2.0,3.0,89,0.12966658820583618,0.10341649738420973,0.2669819578297858,0.007568306133355024,0.0033796252524044747,0.011225837170373478,48,48,0.0,120
30.0,170.0,2.5,50,2.0,5.0,88,0.12966658820583618,0.10341649738420973,0.35270098920694326,0.007568306133355024,0.0033796252524044747,0.026366662782588805,42,43,2.0,120
30.0,170.0,2.5,50,2.0,7.0,87,0.12966658820583618,0.10341649738420973,0.41660692577182695,0.007568306133355024,0.0033796252524044747,0.09933060764551299,41,40,2.0,120
30.0,170.0,2.5,50,3.0,3.0,89,0.21083755510228103,0.27429972302575206,0.2742268340977091,0.006726827273019083,0.00841587817156593,0.01734921879391759,50,50,0.0,120
30.0,170.0,2.5,50,3.0,5.0,88,0.21083755510228103,0.27429972302575206,0.30614943994376664,0.006726827273019083,0.00841587817156593,0.020334689292628737,46,48,4.0,120
30.0,170.0,2.5,50,3.0,7.0,87,0.21083755510228103,0.27429972302575206,0.28616995544967794,0.006726827273019083,0.00841587817156593,0.027070688616642222,42,42,0.0,120
30.0,170.0,2.5,75,1.0,3.0,92,0.11161853550787526,0.13284691002144913,0.4789098424843336,0.004547992910882881,0.002791937082700775,0.03802757358562583,65,65,0.0,120
30.0,170.0,2.5,75,1.0,5.0,91,0.11161853550787526,0.13284691002144913,0.4674240169864659,0.004547992910882881,0.002791937082700775,0.05500891452057693,64,62,2.666666666666667,120
30.0,170.0,2.5,75,1.0,7.0,90,0.11161853550787526,0.13284691002144913,0.4895669854336886,0.004547992910882881,0.002791937082700775,0.052161254208150785,62,63,1.3333333333333335,120
30.0,170.0,2.5,75,2.0,3.0,87,0.07666917056170476,0.03235879267602655,0.23345107171012247,0.004342425023950799,0.0032980946682854622,0.04508946217523406,71,71,0.0,120
30.0,170.0,2.5,75,2.0,5.0,86,0.07666917056170476,0.03235879267602655,0.3015134548734897,0.004342425023950799,0.0032980946682854622,0.036044492656955696,65,63,2.666666666666667,120
30.0,170.0,2.5,75,2.0,7.0,86,0.07666917056170476,0.03235879267602655,0.30508670348106254,0.004342425023950799,0.0032980946682854622,0.02532439425017614,61,61,0.0,120
30.0,170.0,2.5,75,3.0,3.0,88,0.13540790534651925,0.09582575644960233,0.20525092582060725,0.005468687247182471,0.00494763588617055,0.025614452185891475,75,75,0.0,120
30.0,170.0,2.5,75,3.0,5.0,85,0.13540790534651925,0.09582575644960233,0.15413816696669536,0.005468687247182471,0.00494763588617055,0.028604619470354132,69,68,1.3333333333333335,120
30.0,170.0,2.5,75,3.0,7.0,84,0.13540790534651925,0.09582575644960233,0.12846944943340935,0.005468687247182471,0.00494763588617055,0.01681797098304009,64,63,1.3333333333333335,120
30.0,170.0,2.5,100,1.0,3.0,91,0.10280628896170456,0.2742261489166256,0.4145073874302523,0.006321653915121414,0.0013509421334126951,0.032702738902668345,88,87,1.0,120
30.0,170.0,2.5,100,1.0,5.0,90,0.10280628896170456,0.2742261489166256,0.5022237672005113,0.006321653915121414,0.0013509421334126951,0.031808521960528115,83,85,2.0,120
30.0,170.0,2.5,100,1.0,7.0,90,0.10280628896170456,0.2742261489166256,0.43965061681927325,0.006321653915121414,0.0013509421334126951,0.02581432111264644,84,85,1.0,120
30.0,170.0,2.5,100,2.0,3.0,86,0.06310060786226963,0.07353976138330919,0.3394003792093821,0.0038751937469388006,0.0016280356470292135,0.08227013611662365,95,95,0.0,120
30.0,170.0,2.5,100,2.0,5.0,86,0.06310060786226963,0.07353976138330919,0.29894329630582234,0.0038751937469388006,0.0016280356470292135,0.02249449471100653,86,86,0.0,120
30.0,170.0,2.5,100,2.0,7.0,85,0.06310060786226963,0.07353976138330919,0.27680803605143917,0.0038751937469388006,0.0016280356470292135,0.0431836225372947,84,83,1.0,120
30.0,170.0,2.5,100,3.0,3.0,86,0.054406525474984986,0.017119726473304432,0.15598761148457382,0.0043928461684451595,0.0028672146682642494,0.013995486445148898,100,100,0.0,120
30.0,170.0,2.5,100,3.0,5.0,83,0.054406525474984986,0.017119726473304432,0.1813939890495796,0.0043928461684451595,0.0028672146682642494,0.02395467657958115,91,91,0.0,120
30.0,170.0,2.5,100,3.0,7.0,82,0.054406525474984986,0.017119726473304432,0.20020219637454761,0.0043928461684451595,0.0028672146682642494,0.011958573340605665,85,84,1.0,120
30.0,170.0,2.5,125,1.0,3.0,90,0.13436879981820013,0.25388314207618323,0.5168458043705764,0.002403103652832238,0.0017042131696213539,0.04963859373537599,108,108,0.0,120
30.0,170.0,2.5,125,1.0,5.0,89,0.13436879981820013,0.25388314207618323,0.5526493297559234,0.002403103652832238,0.0017042131696213539,0.03600393211656675,106,106,0.0,120
30.0,170.0,2.5,125,1.0,7.0,89,0.13436879981820013,0.25388314207618323,0.522783942881376,0.002403103652832238,0.0017042131696213539,0.02186802938901113,106,106,0.0,120
30.0,170.0,2.5,125,2.0,3.0,86,0.04926855090025806,0.11336185206322621,0.3219882632526586,0.004810526480642148,0.0025158147795956197,0.054595190674136415,116,114,1.6,120
30.0,170.0,2.5,125,2.0,5.0,85,0.04926855090025806,0.11336185206322621,0.26082008675008583,0.004810526480642148,0.0025158147795956197,0.01874731941161429,106,106,0.0,120
30.0,170.0,2.5,125,2.0,7.0,84,0.04926855090025806,0.11336185206322621,0.27737616426795847,0.004810526480642148,0.0025158147795956197,0.03729752269526108,102,101,0.8,120
30.0,170.0,2.5,125,3.0,3.0,85,0.0472510472204682,0.09552330134142831,0.3362303889156445,0.002907198606777945,0.002794540141198432,0.027474009303896502,123,125,1.6,120
30.0,170.0,2.5,125,3.0,5.0,81,0.0472510472204682,0.09552330134142831,0.33497784598203595,0.002907198606777945,0.002794540141198432,0.033327283005627595,112,111,0.8,120
30.0,170.0,2.5,125,3.0,7.0,81,0.0472510472204682,0.09552330134142831,0.16205082544949698,0.002907198606777945,0.002794540141198432,0.04853788290624269,104,103,0.8,120
30.0,170.0,2.5,150,1.0,3.0,89,0.12272856766570772,0.3585274857717126,0.49841115648425394,0.0024109450459460988,0.0021732513213006195,0.05912813382773682,133,131,1.3333333333333335,120
30.0,170.0,2.5,150,1.0,5.0,89,0.12272856766570772,0.3585274857717126,0.5141191953384211,0.0024109450459460988,0.0021732513213006195,0.030854221530664413,129,127,1.3333333333333335,120
30.0,170.0,2.5,150,1.0,7.0,88,0.12272856766570772,0.3585274857717126,0.5185710196453605,0.0024109450459460988,0.0021732513213006195,0.03845327867626566,125,127,1.3333333333333335,120
30.0,170.0,2.5,150,2.0,3.0,84,0.09538448632724232,0.06920387175088201,0.2693741433024834,0.005316306400196264,0.003216351092695997,0.05004044168441817,137,141,2.666666666666667,120
30.0,170.0,2.5,150,2.0,5.0,83,0.09538448632724232,0.06920387175088201,0.2975878681863628,0.005316306400196264,0.003216351092695997,0.027082773963418048,130,130,0.0,120
30.0,170.0,2.5,150,2.0,7.0,83,0.09538448632724232,0.06920387175088201,0.37599408653221006,0.005316306400196264,0.003216351092695997,0.007815687328221719,128,127,0.6666666666666667,120
30.0,170.0,2.5,150,3.0,3.0,83,0.062271843836429724,0.0990918440987895,0.17451988546480335,0.003650618260849213,0.0014545744719192389,0.02244331822199075,147,146,0.6666666666666667,120
30.0,170.0,2.5,150,3.0,5.0,81,0.062271843836429724,0.0990918440987895,0.2536939392960289,0.003650618260849213,0.0014545744719192389,0.017689441275022293,135,132,2.0,120
30.0,170.0,2.5,150,3.0,7.0,80,0.062271843836429724,0.0990918440987895,0.204999504282777,0.003650618260849213,0.0014545744719192389,0.012604551578346074,125,127,1.3333333333333335,120
30.0,170.0,3.0,50,1.0,3.0,93,0.24042423847523947,0.3037455112549296,0.4802513362193621,0.007712707433785389,0.0030350973742021394,0.030188358680078648,43,44,2.0,120
30.0,170.0,3.0,50,1.0,5.0,92,0.24042423847523947,0.3037455112549296,0.5007329496963059,0.007712707433785389,0.0030350973742021394,0.029746953957135346,41,42,2.0,120
30.0,170.0,3.0,50,1.0,7.0,91,0.24042423847523947,0.3037455112549296,0.4989933160418173,0.007712707433785389,0.0030350973742021394,0.010553525242464315,41,42,2.0,120
30.0,170.0,3.0,50,2.0,3.0,89,0.12966658820583618,0.10341649738420973,0.2669819578297858,0.007568306133355024,0.0033796252524044747,0.011225837170373478,48,48,0.0,120
30.0,170.0,3.0,50,2.0,5.0,88,0.12966658820583618,0.10341649738420973,0.35270098920694326,0.007568306133355024,0.0033796252524044747,0.026366662782588805,42,43,2.0,120
30.0,170.0,3.0,50,2.0,7.0,87,0.12966658820583618,0.10341649738420973,0.41660692577182695,0.007568306133355024,0.0033796252524044747,0.09933060764551299,41,40,2.0,120
30.0,170.0,3.0,50,3.0,3.0,89,0.21083755510228103,0.27429972302575206,0.2742268340977091,0.006726827273019083,0.00841587817156593,0.01734921879391759,50,50,0.0,120
30.0,170.0,3.0,50,3.0,5.0,88,0.21083755510228103,0.27429972302575206,0.30614943994376664,0.006726827273019083,0.00841587817156593,0.020334689292628737,46,48,4.0,120
30.0,170.0,3.0,50,3.0,7.0,87,0.21083755510228103,0.27429972302575206,0.28616995544967794,0.006726827273019083,0.00841587817156593,0.027070688616642222,42,42,0.0,120
30.0,170.0,3.0,75,1.0,3.0,92,0.11161853550787526,0.13284691002144913,0.4789098424843336,0.004547992910882881,0.002791937082700775,0.03802757358562583,65,65,0.0,120
30.0,170.0,3.0,75,1.0,5.0,91,0.11161853550787526,0.13284691002144913,0.4674240169864659,0.004547992910882881,0.002791937082700775,0.05500891452057693,64,62,2.666666666666667,120
30.0,170.0,3.0,75,1.0,7.0,90,0.11161853550787526,0.13284691002144913,0.4895669854336886,0.004547992910882881,0.002791937082700775,0.052161254208150785,62,63,1.3333333333333335,120
30.0,170.0,3.0,75,2.0,3.0,87,0.07666917056170476,0.03235879267602655,0.23345107171012247,0.004342425023950799,0.0032980946682854622,0.04508946217523406,71,71,0.0,120
30.0,170.0,3.0,75,2.0,5.0,86,0.07666917056170476,0.03235879267602655,0.3015134548734897,0.004342425023950799,0.0032980946682854622,0.036044492656955696,65,63,2.666666666666667,120
30.0,170.0,3.0,75,2.0,7.0,86,0.07666917056170476,0.03235879267602655,0.30508670348106254,0.004342425023950799,0.0032980946682854622,0.02532439425017614,61,61,0.0,120
30.0,170.0,3.0,75,3.0,3.0,88,0.13540790534651925,0.09582575644960233,0.20525092582060725,0.005468687247182471,0.00494763588617055,0.025614452185891475,75,75,0.0,120
30.0,170.0,3.0,75,3.0,5.0,85,0.13540790534651925,0.09582575644960233,0.15413816696669536,0.005468687247182471,0.00494763588617055,0.028604619470354132,69,68,1.3333333333333335,120
30.0,170.0,3.0,75,3.0,7.0,84,0.13540790534651925,0.09582575644960233,0.12846944943340935,0.005468687247182471,0.00494763588617055,0.01681797098304009,64,63,1.3333333333333335,120
30.0,170.0,3.0,100,1.0,3.0,91,0.2274022537368893,0.23675185144402794,0.5630400853500425,0.005313497162678684,0.00252188094312122,0.05960405455643709,87,87,0.0,120
30.0,170.0,3.0,100,1.0,5.0,90,0.2274022537368893,0.23675185144402794,0.46737596726072783,0.005313497162678684,0.00252188094312122,0.031563904319626045,84,84,0.0,120
30.0,170.0,3.0,100,1.0,7.0,89,0.2274022537368893,0.23675185144402794,0.5290641916024277,0.005313497162678684,0.00252188094312122,0.05837032626466696,84,83,1.0,120
30.0,170.0,3.0,100,2.0,3.0,87,0.18545367436226623,0.15451315605801832,0.3565978246297449,0.004864832089071852,0.0016797066649727691,0.04617508923423764,95,94,1.0,120
30.0,170.0,3.0,100,2.0,5.0,86,0.18545367436226623,0.15451315605801832,0.320161599494178,0.004864832089071852,0.0016797066649727691,0.013028478706132727,87,87,0.0,120
30.0,170.0,3.0,100,2.0,7.0,85,0.18545367436226623,0.15451315605801832,0.4042020656021725,0.004864832089071852,0.0016797066649727691,0.021435158323094915,83,84,1.0,120
30.0,170.0,3.0,100,3.0,3.0,85,0.12643867776673906,0.2154106008481227,0.4676801985318574,0.0028254357968618173,0.0018683986985295045,0.0206654166609291,99,100,1.0,120
30.0,170.0,3.0,100,3.0,5.0,84,0.12643867776673906,0.2154106008481227,0.43201130825383705,0.0028254357968618173,0.0018683986985295045,0.018492946477175875,90,90,0.0,120
30.0,170.0,3.0,100,3.0,7.0,83,0.12643867776673906,0.2154106008481227,0.39302453023997735,0.0028254357968618173,0.0018683986985295045,0.03778886380756684,85,85,0.0,120
30.0,170.0,3.0,125,1.0,3.0,89,0.09388620942046677,0.2027803679115092,0.3263457466040505,0.0028070350692552372,0.0015808723265285675,0.025955428522217255,110,108,1.6,120
