run_id,seed_profile_id,cell_FR,cell_MB,cell_PD,cell_ODW,movement_model,movement_model_requested,movement_model_effective,runtime_decision_source_requested,runtime_decision_source_effective,movement_v3a_experiment_effective,centroid_probe_scale_effective,odw_posture_bias_enabled_effective,odw_posture_bias_k_effective,odw_posture_bias_clip_delta_effective,random_seed_effective,background_map_seed_effective,metatype_random_seed_effective,opponent_archetype_id,side_a_vector,opponent_vector,winner,end_tick,remaining_units_A,remaining_units_B,first_contact_tick,first_kill_tick,tactical_cut_tick_T,tactical_pocket_tick_T,first_damage_tick,missing_cut,pocket_without_cut,event_order_anomaly,event_order_anomaly_label,first_deep_pursuit_tick_A,first_deep_pursuit_tick_B,pct_ticks_deep_pursuit_A,pct_ticks_deep_pursuit_B,mean_pursuit_intensity_A,mean_pursuit_intensity_B,mean_enemy_collapse_signal_A,mean_enemy_collapse_signal_B,p95_enemy_collapse_signal_A,p95_enemy_collapse_signal_B,precontact_ar_forward_p90_A,precontact_wedge_ratio_p10_A,precontact_split_separation_p90_A,precontact_c_conn_mean_A,precontact_rho_mean_A,precontact_c_scale_mean_A,front_profile_A,wedge_present_A,local_penetration_A,structural_fragility_A,posture_coherence_A,fire_eff_contact_to_cut_mean_A,fire_eff_contact_to_cut_p90_A,front_profile_B,wedge_present_B,local_penetration_B,structural_fragility_B,posture_coherence_B,fire_eff_contact_to_cut_mean_B,fire_eff_contact_to_cut_p90_B,runtime_collapse_sig_mean_A,runtime_collapse_sig_p95_A,runtime_c_conn_mean_A,runtime_rho_mean_A,runtime_c_scale_mean_A,runtime_collapse_sig_mean_B,runtime_collapse_sig_p95_B,runtime_c_conn_mean_B,runtime_rho_mean_B,runtime_c_scale_mean_B,precontact_wedge_p50_A,precontact_frontcurv_p50_A,precontact_cw_pshare_p50_A,precontact_pospersist_max_abs_A,first_alive_lead_tick,first_alive_lead_side,first_alive_lead_change_tick,first_major_divergence_tick,first_major_divergence_side,max_alive_lead_A,max_alive_lead_B,contact_ticks,mean_in_contact_count_contact_phase,mean_damage_events_count_contact_phase,damage_events_per_contact_pair_proxy,determinism_digest,candidate_id,candidate_family,candidate_mode,candidate_a,candidate_sigma,candidate_p,candidate_q,candidate_beta,candidate_gamma,baseline_anchor_source
A_a025_s010_q2__SP01_FR5_MB5_PD2_ODW2,SP01,5,5,2,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,438,0,25,111,118,130,136,111,False,False,False,,,429,0.0,2.2831050228310503,0.0,0.0228310502283105,0.25872745401469704,0.2740485763984648,0.5866666666666667,0.6267045454545452,2.0576033633706885,0.9241836657727439,1.737655152215087,0.8109999999999998,0.44021636112302664,1.0,flat_holding_front,False,True,True,False,0.29735323447272366,0.4139566673749544,mixed_front,False,True,False,False,0.4659093771356304,0.6114918486582647,0.19090909090909092,0.31999999999999995,0.8090909090909091,0.4408199875756182,1.0,0.050818181818181825,0.17000000000000004,0.9491818181818181,0.459027458111457,1.0,0.9956688114311828,0.06848816380300371,-0.02202720023928598,0.0,118,B,,134,B,0,25,318,58.660377358490564,58.660377358490564,1.0,0a1a4bcdc86d2acd8a47167e2c43b35991c00b54bc56969b03f03273034ab64d,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB5_PD2_ODW8,SP01,5,5,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,527,0,7,109,117,128,135,109,False,False,False,,,518,0.0,1.8975332068311195,0.0,0.018975332068311195,0.4018334459848468,0.2560002464383111,0.7142857142857143,0.625,2.0269885306483575,0.7101568825993022,1.7251284554321602,0.8926999999999999,0.43243337870447507,1.0,unstable_penetration_wedge,True,True,True,False,0.28180765196097435,0.40049313060400243,flat_holding_front,False,True,False,False,0.3867399922047319,0.5457580748348254,0.105,0.2364999999999999,0.895,0.43385731433235875,1.0,0.062314814814814816,0.2129999999999998,0.9376851851851852,0.45620795101572414,1.0,0.8703803793731026,0.44694285139590684,0.0013088768063465519,0.0,117,B,173,462,B,3,7,409,49.76528117359413,49.76528117359413,1.0,e7b55947239d0f33696a5f8639311b2cbdac9e7286746c8dad44fd41b8d6731b,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB5_PD5_ODW2,SP01,5,5,5,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,511,0,9,111,119,130,136,111,False,False,False,,126,502,25.44031311154599,1.9569471624266144,0.05889321962249891,0.019569471624266144,0.33253012880986105,0.31448590140537747,0.6742424242424243,0.6666666666666667,2.105679566882918,1.0094649940696667,1.7223936021823099,0.8188,0.4425512573640904,1.0,flat_holding_front,False,True,True,False,0.37555643962523105,0.6328611919155188,flat_holding_front,False,True,False,False,0.49711028813748687,0.6597543357544692,0.18536363636363637,0.3364999999999999,0.8146363636363636,0.4427352209838294,1.0,0.04490909090909092,0.1455,0.9550909090909091,0.4574962246665327,1.0,1.052167391097339,-0.0033444223450289634,-0.020556990174208437,0.0,119,B,,138,B,0,9,391,51.31713554987212,51.31713554987212,1.0,9df45b12f57b2afa7d50345331c10217add93a73013f4029405d96b4cb5ec54b,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB5_PD5_ODW8,SP01,5,5,5,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,479,0,13,109,118,128,135,109,False,False,False,,174,470,13.36116910229645,2.0876826722338206,0.03617191748175341,0.020876826722338204,0.27079330588383643,0.24570352249053232,0.6428571428571428,0.5718614718614717,2.045583736804808,0.7688663778977112,1.7432978316076233,0.8791999999999999,0.43466302456318906,1.0,unstable_penetration_wedge,True,True,True,False,0.3345254307354183,0.49805205789572476,flat_holding_front,False,True,False,False,0.44580316101624096,0.6652051133068793,0.1174074074074074,0.26,0.8825925925925926,0.43569975560665886,1.0,0.0737962962962963,0.20649999999999985,0.9262037037037038,0.4580785535037419,1.0,0.8932941640995236,0.42392717840615957,0.00045433315343284836,0.0,118,B,,141,B,0,13,361,54.526315789473685,54.526315789473685,1.0,99c6f7f13a214bc447986f4298bdb37a68a65fe4c917b65193d531eba93f7189,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB5_PD8_ODW2,SP01,5,5,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,406,0,31,111,119,130,136,111,False,False,False,,2,397,53.69458128078818,2.4630541871921183,0.1405912972945938,0.024630541871921183,0.21263742173411895,0.2642766692444248,0.5574935400516796,0.5204945410251058,2.115342752222257,1.037273477708727,1.7099882059227616,0.7885,0.4456930336038073,1.0,flat_holding_front,False,True,True,False,0.3126700620519307,0.41181592120449234,flat_holding_front,False,True,False,False,0.49314812818795734,0.6750332825052858,0.22136363636363637,0.4255,0.7786363636363637,0.4456528854802139,1.0,0.06381818181818182,0.23099999999999993,0.9361818181818182,0.45750844502423427,1.0,1.120444918044863,0.12356772253351278,-0.02049851754802312,0.0,119,B,,135,B,0,31,286,62.99300699300699,62.99300699300699,1.0,720f2e6e274498576fe82f7063d53a749100a887b43b455577b137d03efd681d,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB5_PD8_ODW8,SP01,5,5,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 5.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,485,0,15,110,118,129,135,110,False,False,False,,2,476,64.12371134020619,2.0618556701030926,0.17245069407515584,0.020618556701030927,0.24898915759572612,0.20693084165663744,0.5764809902740936,0.5,2.0877956227387333,0.8073057293747566,1.716469070267192,0.8700999999999999,0.43727876773470453,1.0,unstable_penetration_wedge,True,True,True,False,0.2945684516070001,0.4068747492875837,mixed_front,False,True,False,False,0.40648027753984,0.5466835349331166,0.1351376146788991,0.26,0.8648623853211009,0.43791700720023846,1.0,0.06311926605504588,0.21999999999999997,0.9368807339449541,0.45629955669464256,1.0,0.8686573926203155,0.40350152595017974,0.0013645553017964448,0.0,118,B,,143,B,0,15,366,53.29234972677595,53.29234972677595,1.0,7739430bccc6f199a8edc5fc10f1fb3d6e601cdc512571fd5b3686004e649985,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD2_ODW2,SP01,5,8,2,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,483,16,0,111,119,130,136,111,False,False,False,,474,,2.070393374741201,0.0,0.020703933747412008,0.0,0.3241373182988798,0.2536477152775453,0.6446901051105471,0.48849067599067597,2.020705589055208,0.9143725695236417,1.7119982311056126,0.7923,0.4411140757385867,1.0,flat_holding_front,False,True,True,False,0.2920607314134735,0.4357607688238166,flat_holding_front,False,True,False,False,0.39496196307222775,0.5430905027289932,0.21154545454545456,0.33999999999999997,0.7884545454545454,0.4422777069694251,1.0,0.07454545454545455,0.21549999999999994,0.9254545454545454,0.4571857298072097,1.0,1.0715728752703149,0.08749394413617684,-0.030908422743421943,1.0,119,B,178,198,A,16,4,363,53.49862258953168,53.49862258953168,1.0,7d167a151300cd9a3b9aff19685ec052078eff4255f7a8b5a9c2fdb99861520d,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD2_ODW8,SP01,5,8,2,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,474,0,16,110,118,129,155,110,False,False,False,,,465,0.0,2.109704641350211,0.0,0.02109704641350211,0.25218611735181795,0.2286884933069458,0.5682565789473679,0.5204945410251058,2.0162281325397995,0.7012271303411352,1.748823145743514,0.8633000000000002,0.4339970778960203,1.0,unstable_penetration_wedge,True,True,True,False,0.24003835802112783,0.3381765857670944,flat_holding_front,False,True,False,False,0.33800808450313896,0.472261898422517,0.1351376146788991,0.25,0.8648623853211009,0.4359876431122081,1.0,0.06100917431192661,0.2059999999999999,0.9389908256880733,0.4568587579134181,1.0,0.8422871731608679,0.6030668373465051,0.0021943861245418738,0.0,118,B,,150,B,0,16,355,54.54929577464789,54.54929577464789,1.0,18a27dfcdb9eb4c8f9c9613619d9ef2079fa41b46faaa25107e0638d1e753d59,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD5_ODW2,SP01,5,8,5,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,415,0,27,111,119,130,142,111,False,False,False,,151,406,19.518072289156628,2.4096385542168677,0.030797824723948528,0.024096385542168676,0.23377456610840575,0.26628223681996815,0.6018181818181816,0.539999999999999,2.0485547905413517,0.8798881577305424,1.732266189225257,0.775,0.4431792341588568,1.0,flat_holding_front,False,True,True,False,0.27073901339696393,0.43240611660880685,flat_holding_front,False,True,False,False,0.3783651772154008,0.51330877160912,0.22754545454545455,0.38549999999999995,0.7724545454545455,0.44386264901550754,1.0,0.046454545454545464,0.1555,0.9535454545454546,0.45614849346002145,1.0,1.0639713055501487,0.08819615321419505,-0.0281003664252879,0.0,119,B,,158,B,0,27,295,62.779661016949156,62.779661016949156,1.0,277890048e9028d2a6f1040f3ce1cb17f09a647bf43943fa9347a5329da742c8,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD5_ODW8,SP01,5,8,5,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 5.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,420,0,24,110,118,129,136,110,False,False,False,,120,411,12.619047619047619,2.380952380952381,0.01682574380151568,0.023809523809523808,0.2543940961996995,0.20313284457699296,0.5769230769230769,0.5010247270512543,2.016736808564305,0.6685541372463926,1.7233118110241037,0.8346000000000001,0.43678606507369416,1.0,unstable_penetration_wedge,True,True,True,False,0.27738078413470163,0.39727475179031774,flat_holding_front,False,True,False,False,0.38643361245361935,0.5481751305609596,0.1618348623853211,0.286,0.8381651376146789,0.43835716713483264,1.0,0.05862385321100917,0.1959999999999999,0.9413761467889908,0.4577941434713454,1.0,0.8001993868863143,0.2055619741143917,0.0006938770448047003,0.0,118,B,,157,B,0,24,301,61.943521594684384,61.943521594684384,1.0,432c28a15b133e616e62bf929b16a26650d07217993f9e8b6713822d0d8c9c02,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD8_ODW2,SP01,5,8,8,2,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 2.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,459,0,22,111,119,130,138,111,False,False,False,,2,450,70.37037037037037,2.178649237472767,0.1631944145010253,0.02178649237472767,0.2433239246822743,0.28628453838899576,0.5909090909090908,0.585524920466596,2.0973963778347917,0.953322995316114,1.7227286145733673,0.7856000000000002,0.4470891071321708,1.0,flat_holding_front,False,True,True,False,0.2706251766187753,0.36909199726159203,flat_holding_front,False,True,False,False,0.36962104329351975,0.49447483539959136,0.21545454545454545,0.3919999999999999,0.7845454545454545,0.4475067979832376,1.0,0.06563636363636365,0.22549999999999995,0.9343636363636364,0.4551664751426124,1.0,1.1142968691756496,0.09807459699422982,-0.029227326736685114,0.0,119,B,,146,B,0,22,339,55.61946902654867,55.61946902654867,1.0,501b64dc96ae2bf84a0ec04d02477faf2ef4bf983ef94adc221d31c1b6f0f312,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR5_MB8_PD8_ODW8,SP01,5,8,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 5.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,458,0,17,110,118,129,138,110,False,False,False,,2,449,77.7292576419214,2.183406113537118,0.238727756847871,0.021834061135371178,0.3162966942822404,0.28493333192449355,0.6679166666666665,0.6117521367521367,2.0398298498250775,0.8224335236186937,1.7222154439615462,0.8163999999999996,0.43767278634805257,1.0,mixed_front,False,True,True,False,0.24136846626592648,0.3250324722328275,flat_holding_front,False,True,False,False,0.37111630020925296,0.49519046511333775,0.18642201834862385,0.33999999999999997,0.8135779816513762,0.4389195721596982,1.0,0.08706422018348624,0.28,0.9129357798165137,0.45659913479026654,1.0,0.8658992668362673,0.20421412856803522,0.00016331943668257626,0.0,118,B,,136,B,0,17,339,57.00294985250738,57.00294985250738,1.0,5790f738b2480c8cff559b5d387d9636a395b91ed5706f36d4644eb1f550ba44,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR2_MB2_PD8_ODW8,SP01,2,2,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",A,550,5,0,112,120,131,137,112,False,False,False,,2,,71.63636363636364,0.0,0.2142120455433871,0.0,0.29207831317906935,0.3011755233232225,0.6530303030303017,0.75,2.2199348857791996,0.9912822649020036,1.719061990988874,0.9566999999999996,0.4589682162369636,1.0,mixed_front,False,True,False,False,0.5444629790048285,0.7412166232989882,mixed_front,False,True,False,False,0.5055411975183611,0.6792798820203737,0.05342342342342343,0.19499999999999995,0.9465765765765766,0.45733500101669966,1.0,0.054144144144144146,0.15500000000000003,0.9458558558558559,0.4575355288804383,1.0,1.011012681121417,0.30974698680843726,-0.0005777242643867547,0.0,127,B,128,523,A,5,2,429,47.68298368298368,47.68298368298368,1.0,f38d9eed6584adfda2115185d0c130f6bdbef44501dfaa08b33440b43ff3bdf1,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
A_a025_s010_q2__SP01_FR2_MB8_PD8_ODW8,SP01,2,8,8,8,v3a,baseline,v3a,baseline,v3_test,exp_precontact_centroid_probe,0.5,True,0.5,0.4,223325105,428453577,1876258475,controlled_baseline_B,"{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 8.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 8.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}","{""force_concentration_ratio"": 5.0, ""formation_rigidity"": 2.0, ""mobility_bias"": 2.0, ""offense_defense_weight"": 8.0, ""perception_radius"": 5.0, ""pursuit_drive"": 2.0, ""retreat_threshold"": 5.0, ""risk_appetite"": 5.0, ""targeting_logic"": 5.0, ""time_preference"": 5.0}",B,478,0,16,112,120,131,137,112,False,False,False,,2,469,65.06276150627615,2.092050209205021,0.15639374895273997,0.02092050209205021,0.23660176164409122,0.42972430614554125,0.5454545454545454,0.8092657342657341,2.1888758718519568,0.879316106758353,1.7164482532987155,0.7417999999999999,0.4614920928633389,1.0,mixed_front,False,True,True,False,0.42773584587537866,0.5839940583047131,flat_holding_front,False,True,False,False,0.5165899124496314,0.6743298716966412,0.27612612612612614,0.615,0.7238738738738739,0.45996618847060095,1.0,0.044594594594594604,0.16999999999999998,0.9554054054054054,0.4575895013164284,1.0,0.9530070476172685,0.4342033034373287,-0.001381839592299935,0.0,120,B,,162,B,0,16,357,54.64705882352941,54.64705882352941,1.0,374cdb8380808560329d39c7cf261b91d6b310b332dcc02a012f7206bb7c03e9,A_a025_s010_q2,A,candidate_a,0.25,0.1,1.0,2.0,0.0,0.0,fr_authority_doe_run_table.csv
