tick,side,alive_units,fleet_size_hp,fleet_size_ships_ceil,LCC_ratio,cohesion_v2,cohesion_v1_shadow_enemy,collapse_event_v2,collapse_event_vuln_shadow,deep_pursuit,damage_events_count,event_flags
296,A,33,3016.8384065262903,3017,0.5151515151515151,0.14579714874408767,0.0,0,0,1,58,
296,B,51,4801.747177342123,4802,0.17647058823529413,0.022918142051519985,1.0,0,0,1,58,
297,A,33,2985.9444361074206,2986,0.3333333333333333,0.17582252387129216,0.0,0,0,1,59,
297,B,51,4775.162971653375,4776,0.09803921568627451,0.027760092494038546,1.0,0,0,1,59,
298,A,33,2957.6664499808785,2958,0.30303030303030304,0.11885246822245954,0.0,0,0,1,57,
298,B,51,4747.34582269188,4748,0.11764705882352941,0.016090302564318093,1.0,0,0,1,57,
299,A,32,2934.060878559378,2935,0.25,0.10855008336262684,0.0,0,0,1,58,
299,B,51,4718.617873059107,4719,0.23529411764705882,0.020146466769673577,1.0,0,0,1,58,
300,A,31,2908.018837186749,2909,0.1935483870967742,0.09708302058902474,0.0,0,0,1,58,
300,B,51,4689.101145197619,4690,0.11764705882352941,0.04062350140042159,1.0,0,0,1,58,
