tick,unit_id,fleet_id,chosen_candidate_source,chosen_displacement_norm,realistic_min_displacement_threshold
424,A35,A,prev_window_next_window,5.752433761026371,0.2
424,A36,A,prev_window_next_window,5.752433761026311,0.2
424,A37,A,prev_window_next_window,5.752433761026371,0.2
424,A38,A,prev_window_next_window,5.75243376102628,0.2
424,A39,A,prev_window_next_window,5.752433761026371,0.2
424,A40,A,prev_window_next_window,5.752433761026371,0.2
424,A41,A,prev_window_next_window,5.752433761026271,0.2
424,A42,A,prev_window_next_window,5.752433761026371,0.2
424,A43,A,prev_window_next_window,5.752433761026371,0.2
424,A44,A,prev_window_next_window,5.7524337610262535,0.2
424,A45,A,prev_window_next_window,5.752433761026371,0.2
424,A46,A,prev_window_next_window,5.752433761026345,0.2
424,A47,A,prev_window_next_window,5.752433761026371,0.2
424,A48,A,prev_window_next_window,5.752433761026371,0.2
424,A49,A,prev_window_next_window,5.7524337610262934,0.2
424,A50,A,prev_window_next_window,5.752433761026299,0.2
424,A51,A,prev_window_next_window,5.752433761026371,0.2
424,A52,A,prev_window_next_window,5.752433761026274,0.2
424,A53,A,prev_window_next_window,5.752433761026371,0.2
424,A54,A,prev_window_next_window,5.752433761026336,0.2
424,A55,A,prev_window_next_window,5.752433761026371,0.2
424,A56,A,prev_window_next_window,5.752433761026299,0.2
424,A57,A,prev_window_next_window,5.752433761026371,0.2
424,A58,A,prev_window_next_window,5.752433761026371,0.2
424,A59,A,prev_window_next_window,5.752433761026371,0.2
424,A60,A,prev_window_next_window,5.752433761026385,0.2
424,A61,A,prev_window_next_window,5.752433761026297,0.2
424,A62,A,prev_window_next_window,5.752433761026371,0.2
424,A63,A,prev_window_next_window,5.752433761026351,0.2
424,A64,A,prev_window_next_window,5.752433761026371,0.2
424,A65,A,prev_window_next_window,5.752433761026371,0.2
424,A66,A,prev_window_next_window,5.752433761026319,0.2
424,A67,A,prev_window_next_window,5.752433761026371,0.2
424,A68,A,prev_window_next_window,5.752433761026371,0.2
424,A69,A,prev_window_next_window,5.752433761026371,0.2
424,A70,A,prev_window_next_window,5.752433761026375,0.2
424,A71,A,prev_window_next_window,5.752433761026371,0.2
424,A72,A,prev_window_next_window,5.752433761026371,0.2
424,A73,A,prev_window_next_window,5.752433761026336,0.2
424,A74,A,prev_window_next_window,5.752433761026371,0.2
424,A75,A,prev_window_next_window,5.752433761026371,0.2
424,A76,A,prev_window_next_window,5.752433761026371,0.2
424,A77,A,prev_window_next_window,5.752433761026371,0.2
424,A78,A,prev_window_next_window,5.752433761026382,0.2
424,A79,A,prev_window_next_window,5.752433761026371,0.2
424,A80,A,prev_window_next_window,5.7524337610263885,0.2
424,A81,A,prev_window_next_window,5.7524337610263565,0.2
424,A82,A,prev_window_next_window,5.752433761026369,0.2
424,A83,A,prev_window_next_window,5.752433761026301,0.2
424,A84,A,prev_window_next_window,5.752433761026371,0.2
424,A85,A,prev_window_next_window,5.752433761026331,0.2
424,A86,A,prev_window_next_window,5.752433761026371,0.2
424,A87,A,prev_window_next_window,5.752433761026371,0.2
424,A88,A,prev_window_next_window,5.752433761026247,0.2
424,A89,A,prev_window_next_window,5.7524337610263565,0.2
