case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR8_MB8_PD5,8.0,8.0,5.0,115,A,100,74,0.74,87.2650227784574,88.0177437659535,9.343957835700765,20.0,0.46719789178503823,1.0,0.74,0.08527891914790942,0.09226451216335418,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,115,B,100,75,0.75,113.18542727373324,111.88759110414452,9.33913864379981,20.0,0.4669569321899905,1.0,0.75,0.09226451216335418,0.08527891914790942,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,116,A,99,62,0.6262626262626263,87.51082270265094,88.61149886502582,8.840658517745874,19.8997487421324,0.44425980610640287,1.0,0.6262626262626263,0.08450456022165809,0.10713929560953295,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,116,B,99,75,0.7575757575757576,112.8432887825292,111.35791667525355,8.903701995841335,19.8997487421324,0.44742786008097307,1.0,0.7575757575757576,0.10713929560953295,0.08450456022165809,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,117,A,99,66,0.6666666666666666,88.07862142734912,89.32855411674159,8.888983673578073,19.8997487421324,0.4466882365583856,1.0,0.6666666666666666,0.0932302534367363,0.09648456002923078,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,117,B,99,66,0.6666666666666666,112.15806448063292,110.72921212769218,8.908476929025491,19.8997487421324,0.44766780950174373,1.0,0.6666666666666666,0.09648456002923078,0.0932302534367363,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,118,A,99,78,0.7878787878787878,88.54117408785342,90.14224784976213,8.916490844632971,19.8997487421324,0.4480705239134344,1.0,0.7878787878787878,0.10652021132300993,0.09584705857225573,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,118,B,99,68,0.6868686868686869,111.40678942715074,110.18314732528272,8.922726418737467,19.8997487421324,0.4483838733021779,1.0,0.6868686868686869,0.09584705857225573,0.10652021132300993,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,119,A,99,69,0.696969696969697,88.71317866965425,91.0396420545226,8.858907402018524,19.8997487421324,0.445176847045418,1.0,0.696969696969697,0.097983782451882,0.10221323219964218,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,119,B,99,75,0.7575757575757576,110.60349856885398,109.75853540548972,8.899788947104293,19.8997487421324,0.4472312219832891,1.0,0.7575757575757576,0.10221323219964218,0.097983782451882,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,120,A,99,64,0.6464646464646465,88.31951071431237,91.84586164126905,8.730697606734692,19.8997487421324,0.43873406241807333,1.0,0.6464646464646465,0.09941114916756277,0.10976457260146755,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,120,B,99,80,0.8080808080808081,109.73019400343713,109.48050584701583,8.890521797394271,19.8997487421324,0.44676553018837706,1.0,0.8080808080808081,0.10976457260146755,0.09941114916756277,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,121,A,98,66,0.673469387755102,87.28149562699612,91.95919757928466,8.414777892309468,19.79898987322333,0.4250104649879049,1.0,0.673469387755102,0.11817694652962474,0.13249647652918395,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,121,B,98,77,0.7857142857142857,109.04941719757815,109.51802673090778,8.409142862444732,19.79898987322333,0.42472585300008037,1.0,0.7857142857142857,0.13249647652918395,0.11817694652962474,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,122,A,98,65,0.6632653061224489,88.12248925837426,92.30980583117476,8.455864947132563,19.79898987322333,0.42708567463679015,1.0,0.6632653061224489,0.11705931907228517,0.1303389672268669,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,122,B,97,68,0.7010309278350515,108.46707200333138,109.15715301566975,8.187900023731267,19.697715603592208,0.41567764447965055,1.0,0.7010309278350515,0.1303389672268669,0.11705931907228517,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,123,A,98,70,0.7142857142857143,88.73971726924675,92.9543552860683,8.458493777171343,19.79898987322333,0.42721845060443364,1.0,0.7142857142857143,0.12668847879888667,0.13751849325423282,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,123,B,97,71,0.7319587628865979,107.77069551409376,108.57317804060767,8.258189531064104,19.697715603592208,0.41924605356562694,1.0,0.7319587628865979,0.13751849325423282,0.12668847879888667,0.5555555555555556,1
FR8_MB8_PD5,8.0,8.0,5.0,124,A,98,74,0.7551020408163265,89.32293471883514,93.69230636844254,8.534509703582092,19.79898987322333,0.4310578346789492,1.0,0.7551020408163265,0.1326334002137588,0.13422585442338253,0.5555555555555556,1
