case_id,fr,mb,pd,tick,side,N_alive,LCC,C_conn,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
reference_alpha_AB,4.0,5.0,5.0,5,A,100,62,0.62,17.736561573320042,17.01914161679935,9.281667944577173,20.0,0.4640833972288586,1.0,0.62,0.07467961391964562,0.022722263853882096,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,5,B,100,20,0.2,182.29810935826686,182.91394281328203,9.575582102699235,20.0,0.47877910513496175,1.0,0.2,0.022722263853882096,0.07467961391964562,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,6,A,100,61,0.61,18.40942509405129,17.694562276306964,9.258196711922707,20.0,0.46290983559613536,1.0,0.61,0.07437142926547569,0.019339958687773606,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,6,B,100,17,0.17,181.63100829943338,182.23246279675806,9.60960267403533,20.0,0.48048013370176645,1.0,0.17,0.019339958687773606,0.07437142926547569,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,7,A,100,71,0.71,19.102091728865776,18.352026178940882,9.231184341212256,20.0,0.46155921706061276,1.0,0.71,0.08721316764497666,0.025102147566458566,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,7,B,100,22,0.22,180.94139787239888,181.5737089301933,9.633447805022833,20.0,0.4816723902511416,1.0,0.22,0.025102147566458566,0.08721316764497666,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,8,A,100,71,0.71,19.770915871747853,19.02160797427525,9.20482615302102,20.0,0.46024130765105103,1.0,0.71,0.0859664762208372,0.011329173168825202,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,8,B,100,10,0.1,180.26041933167343,180.89122625749624,9.64507960638913,20.0,0.4822539803194565,1.0,0.1,0.011329173168825202,0.0859664762208372,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,9,A,100,57,0.57,20.437737864783237,19.6975415751529,9.195072069486338,20.0,0.45975360347431693,1.0,0.57,0.07058030601347975,0.01612284404395936,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,9,B,100,14,0.14,179.59220516027625,180.19385473402843,9.6690907643794,20.0,0.48345453821897,1.0,0.14,0.01612284404395936,0.07058030601347975,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,10,A,100,38,0.38,21.095186884509655,20.38337204318138,9.16897892980566,20.0,0.45844894649028295,1.0,0.38,0.04821084079078164,0.018290292705993583,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,10,B,100,16,0.16,178.93194511136187,179.4844463662235,9.679327147912733,20.0,0.48396635739563665,1.0,0.16,0.018290292705993583,0.04821084079078164,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,11,A,100,43,0.43,21.76859201620051,21.05753448776482,9.160033508059636,20.0,0.45800167540298176,1.0,0.43,0.054989142289149306,0.024582672913844972,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,11,B,100,22,0.22,178.26033599541054,178.78645824784797,9.712035391317254,20.0,0.4856017695658627,1.0,0.22,0.024582672913844972,0.054989142289149306,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,12,A,100,43,0.43,22.436005483790492,21.74746143860417,9.134721477187975,20.0,0.45673607385939874,1.0,0.43,0.05562858262316217,0.016725656269634293,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,12,B,100,15,0.15,177.57852175265086,178.09581744053378,9.721879419375925,20.0,0.48609397096879625,1.0,0.15,0.016725656269634293,0.05562858262316217,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,13,A,100,55,0.55,23.101146111448607,22.436371952774525,9.098974113359214,20.0,0.4549487056679607,1.0,0.55,0.07294770672327278,0.010193282846202134,0.5555555555555556,1
reference_alpha_AB,4.0,5.0,5.0,13,B,100,9,0.09,176.9288921799074,177.38513599506848,9.7421710001898,20.0,0.48710855000948994,1.0,0.09,0.010193282846202134,0.07294770672327278,0.5555555555555556,1
