case_id,fr,mb,pd,tick,side,N_alive,degenerate_n_lt_2,LCC_abs,C_conn_abs,LCC_rel,C_conn_rel,centroid_x,centroid_y,R,R_ref,rho,C_scale,C_v3,C_v3p1,d_nn_mean,d_ref,d_nn_p95,cohesion_v2,enemy_cohesion_v2,collapse_threshold_theta,collapse_event_v2
FR2_MB2_PD5,2.0,2.0,5.0,10,A,100,0,58,0.58,100,1.0,21.22091303949178,20.530963204476617,9.46188312202295,20.0,0.4730941561011475,1.0,0.58,1.0,1.949147404393841,1.9751082348493934,2.034380438468031,0.06762308436942577,0.041967091417391744,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,10,B,100,0,35,0.35,100,1.0,178.76375438031036,179.48188858687655,9.392664007004122,20.0,0.46963320035020606,1.0,0.35,1.0,1.959099999539637,1.9892657815493489,2.032322672315205,0.041967091417391744,0.06762308436942577,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,11,A,100,0,43,0.43,100,1.0,21.899779459778706,21.225821207994674,9.462120328140307,20.0,0.47310601640701533,1.0,0.43,1.0,1.9427149423588117,1.9724801531220582,2.0446650974006118,0.05086517230919119,0.05311582990171504,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,11,B,100,0,44,0.44,100,1.0,178.07620479395518,178.78975371252355,9.391703250650323,20.0,0.46958516253251614,1.0,0.44,1.0,1.9593677212702303,1.974234189943099,2.0393494551750373,0.05311582990171504,0.05086517230919119,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,12,A,100,0,50,0.5,100,1.0,22.57895445109375,21.91881612224066,9.45699134171131,20.0,0.4728495670855655,1.0,0.5,1.0,1.9301073601937313,1.9470458721359694,2.0619578633594484,0.05915607018756952,0.01717000453929063,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,12,B,100,0,14,0.14,100,1.0,177.39608626673262,178.09633159225942,9.406099255783811,20.0,0.47030496278919054,1.0,0.14,1.0,1.9699696376444336,1.9895015498502686,2.0510467871018663,0.01717000453929063,0.05915607018756952,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,13,A,100,0,45,0.45,100,1.0,23.254462256259266,22.60872915651352,9.473072901137545,20.0,0.47365364505687724,1.0,0.45,1.0,1.9479723789524885,1.9679776446196313,2.0653009401437643,0.05281511430079533,0.023353458570841368,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,13,B,100,0,19,0.19,100,1.0,176.702546034178,177.40805304880598,9.398005894908332,20.0,0.4699002947454166,1.0,0.19,1.0,1.9804312829518094,1.994204204163272,2.0664925884620735,0.023353458570841368,0.05281511430079533,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,14,A,100,0,30,0.3,100,1.0,23.94416138090188,23.293507386726063,9.480161932578786,20.0,0.47400809662893933,1.0,0.3,1.0,1.9520349419402385,1.9821824981713005,2.0395834681409304,0.035289236802523494,0.012083072661033256,0.5555555555555556,1
FR2_MB2_PD5,2.0,2.0,5.0,14,B,100,0,10,0.1,100,1.0,176.0160148261176,176.71581441336122,9.402630416446657,20.0,0.47013152082233284,1.0,0.1,1.0,1.9594876510968136,1.952213790877326,2.061945715749964,0.012083072661033256,0.035289236802523494,0.5555555555555556,1
